iso,fuel,X1850,X1851,X1852,X1853,X1854,X1855,X1856,X1857,X1858,X1859,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000
grc,biomass,48.5,49.14,49.78,50.42,51.06,51.7,52.4,53.1,53.8,54.5,55.2,55.92,56.64,57.36,58.08,58.8,59.6,60.4,61.2,62,62.8,64.44,66.08,67.72,69.36,71,72.88,74.76,76.64,78.52,80.4,82.52,84.64,86.76,88.88,91,93.4,95.8,98.2,100.6,103,105.62,108.24,110.86,113.48,116.1,119.04,121.98,124.92,127.86,130.8,133.46,136.12,138.78,141.44,144.1,147.06,150.02,152.98,155.94,158.9,163.06,167.22,171.38,175.54,179.7,186.04,192.38,198.72,205.06,211.4,218.42,225.44,232.46,239.48,246.5,246.28,246.06,245.84,245.62,245.4,227.86,210.32,192.78,175.24,157.7,140.96,124.22,107.48,90.74,74,61.16,48.32,35.48,22.64,9.8,12.34,14.88,17.42,19.96,22.5,26,29.5,33,36.5,40,41.96,43.92,45.88,47.84,49.8,59.86,69.92,79.98,90.04,100.1,117.64,135.18,152.72,170.26,187.8,204.06,220.32,236.58,252.84,269.1,284.62,300.14,315.66,331.18,346.7,341.32,335.94,330.56,325.18,319.8,371.74,423.68,475.62,527.56,579.5,581.32,583.14,584.96,586.78,588.6,617.12,645.64,674.16,702.68,731.2
gtm,biomass,16.3,17.36,18.42,19.48,20.54,21.6,23,24.4,25.8,27.2,28.6,30.48,32.36,34.24,36.12,38,40.46,42.92,45.38,47.84,50.3,53.58,56.86,60.14,63.42,66.7,71.04,75.38,79.72,84.06,88.4,94.14,99.88,105.62,111.36,117.1,124.74,132.38,140.02,147.66,155.3,165.66,176.02,186.38,196.74,207.1,220.96,234.82,248.68,262.54,276.4,305.34,334.28,363.22,392.16,421.1,448.54,475.98,503.42,530.86,558.3,558.56,558.82,559.08,559.34,559.6,579.22,598.84,618.46,638.08,657.7,683.74,709.78,735.82,761.86,787.9,827.08,866.26,905.44,944.62,983.8,991.12,998.44,1005.76,1013.08,1020.4,1162.96,1305.52,1448.08,1590.64,1733.2,1617.74,1502.28,1386.82,1271.36,1155.9,1216.42,1276.94,1337.46,1397.98,1458.5,1425.06,1391.62,1358.18,1324.74,1291.3,1307.22,1323.14,1339.06,1354.98,1370.9,1392.06,1413.22,1434.38,1455.54,1476.7,1680,1883.3,2086.6,2289.9,2493.2,2547.7,2602.2,2656.7,2711.2,2765.7,2449.72,2133.74,1817.76,1501.78,1185.8,1156.3,1126.8,1097.3,1067.8,1038.3,1088.56,1138.82,1189.08,1239.34,1289.6,1394.52,1499.44,1604.36,1709.28,1814.2,1867.76,1921.32,1974.88,2028.44,2082
guy,biomass,50,56.34,62.68,69.02,75.36,81.7,81.7,81.7,81.7,81.7,81.7,87.02,92.34,97.66,102.98,108.3,109.3,110.3,111.3,112.3,113.3,119.98,126.66,133.34,140.02,146.7,148.7,150.7,152.7,154.7,156.7,166.7,176.7,186.7,196.7,206.7,203.36,200.02,196.68,193.34,190,186.66,183.32,179.98,176.64,173.3,167.3,161.3,155.3,149.3,143.3,150.64,157.98,165.32,172.66,180,183.34,186.68,190.02,193.36,196.7,197.7,198.7,199.7,200.7,201.7,191.02,180.34,169.66,158.98,148.3,151.98,155.66,159.34,163.02,166.7,176.02,185.34,194.66,203.98,213.3,236.98,260.66,284.34,308.02,331.7,329.02,326.34,323.66,320.98,318.3,309.3,300.3,291.3,282.3,273.3,283.3,293.3,303.3,313.3,323.3,343.3,363.3,383.3,403.3,423.3,451.98,480.66,509.34,538.02,566.7,558.02,549.34,540.66,531.98,523.3,741.18,959.06,1176.94,1394.82,1612.7,1596.62,1580.54,1564.46,1548.38,1532.3,1316.84,1101.38,885.92,670.46,455,452.34,449.68,447.02,444.36,441.7,397.36,353.02,308.68,264.34,220,258.34,296.68,335.02,373.36,411.7,411.7,411.7,411.7,411.7,411.7
hnd,biomass,5.8,6.18,6.56,6.94,7.32,7.7,8.22,8.74,9.26,9.78,10.3,10.96,11.62,12.28,12.94,13.6,14.48,15.36,16.24,17.12,18,19.18,20.36,21.54,22.72,23.9,25.46,27.02,28.58,30.14,31.7,33.76,35.82,37.88,39.94,42,44.74,47.48,50.22,52.96,55.7,59.42,63.14,66.86,70.58,74.3,79.26,84.22,89.18,94.14,99.1,109.48,119.86,130.24,140.62,151,160.84,170.68,180.52,190.36,200.2,200.3,200.4,200.5,200.6,200.7,207.74,214.78,221.82,228.86,235.9,246.34,256.78,267.22,277.66,288.1,304.3,320.5,336.7,352.9,369.1,351.74,334.38,317.02,299.66,282.3,286.76,291.22,295.68,300.14,304.6,306.92,309.24,311.56,313.88,316.2,314.54,312.88,311.22,309.56,307.9,301.86,295.82,289.78,283.74,277.7,283.12,288.54,293.96,299.38,304.8,317.68,330.56,343.44,356.32,369.2,418.4,467.6,516.8,566,615.2,645.5,675.8,706.1,736.4,766.7,776.6,786.5,796.4,806.3,816.2,824.72,833.24,841.76,850.28,858.8,877.96,897.12,916.28,935.44,954.6,960.28,965.96,971.64,977.32,983,934.74,886.48,838.22,789.96,741.7
hrv,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.4,170.88,168.36,165.84,163.32,160.8
hti,biomass,6.4,6.82,7.24,7.66,8.08,8.5,9.04,9.58,10.12,10.66,11.2,11.94,12.68,13.42,14.16,14.9,15.86,16.82,17.78,18.74,19.7,21,22.3,23.6,24.9,26.2,27.9,29.6,31.3,33,34.7,36.96,39.22,41.48,43.74,46,48.98,51.96,54.94,57.92,60.9,64.98,69.06,73.14,77.22,81.3,86.72,92.14,97.56,102.98,108.4,119.76,131.12,142.48,153.84,165.2,175.98,186.76,197.54,208.32,219.1,219.2,219.3,219.4,219.5,219.6,227.3,235,242.7,250.4,258.1,273.98,289.86,305.74,321.62,337.5,348.66,359.82,370.98,382.14,393.3,395,396.7,398.4,400.1,401.8,409.22,416.64,424.06,431.48,438.9,445.24,451.58,457.92,464.26,470.6,469.38,468.16,466.94,465.72,464.5,463.5,462.5,461.5,460.5,459.5,461.32,463.14,464.96,466.78,468.6,457.34,446.08,434.82,423.56,412.3,454.32,496.34,538.36,580.38,622.4,625.8,629.2,632.6,636,639.4,607.66,575.92,544.18,512.44,480.7,474.74,468.78,462.82,456.86,450.9,406.48,362.06,317.64,273.22,228.8,236.08,243.36,250.64,257.92,265.2,373.3,481.4,589.5,697.6,805.7
hun,biomass,969.7,978.08,986.46,994.84,1003.22,1011.6,1020.34,1029.08,1037.82,1046.56,1055.3,1064.42,1073.54,1082.66,1091.78,1100.9,1110.12,1119.34,1128.56,1137.78,1147,1161.02,1175.04,1189.06,1203.08,1217.1,1216.4,1215.7,1215,1214.3,1213.6,1198.28,1182.96,1167.64,1152.32,1137,1109.84,1082.68,1055.52,1028.36,1001.2,966.78,932.36,897.94,863.52,829.1,792.44,755.78,719.12,682.46,645.8,613.08,580.36,547.64,514.92,482.2,453.7,425.2,396.7,368.2,339.7,314.06,288.42,262.78,237.14,211.5,195.04,178.58,162.12,145.66,129.2,118.54,107.88,97.22,86.56,75.9,69.94,63.98,58.02,52.06,46.1,41.98,37.86,33.74,29.62,25.5,24.26,23.02,21.78,20.54,19.3,17.5,15.7,13.9,12.1,10.3,10.3,10.3,10.3,10.3,10.3,12.9,15.5,18.1,20.7,23.3,24.5,25.7,26.9,28.1,29.3,32.2,35.1,38,40.9,43.8,51.72,59.64,67.56,75.48,83.4,76.42,69.44,62.46,55.48,48.5,47.3,46.1,44.9,43.7,42.5,40.68,38.86,37.04,35.22,33.4,28.54,23.68,18.82,13.96,9.1,8.5,7.9,7.3,6.7,6.1,NA,NA,NA,NA,NA
idn,biomass,978.1,989.06,1000.02,1010.98,1021.94,1032.9,1044.48,1056.06,1067.64,1079.22,1090.8,1103.04,1115.28,1127.52,1139.76,1152,1164.92,1177.84,1190.76,1203.68,1216.6,1236.54,1256.48,1276.42,1296.36,1316.3,1332.72,1349.14,1365.56,1381.98,1398.4,1437.7,1477,1516.3,1555.6,1594.9,1594.9,1594.9,1594.9,1594.9,1594.9,1639.44,1683.98,1728.52,1773.06,1817.6,1862.18,1906.76,1951.34,1995.92,2040.5,2067.16,2093.82,2120.48,2147.14,2173.8,2255.52,2337.24,2418.96,2500.68,2582.4,2652.66,2722.92,2793.18,2863.44,2933.7,2999.68,3065.66,3131.64,3197.62,3263.6,3344.9,3426.2,3507.5,3588.8,3670.1,3812.18,3954.26,4096.34,4238.42,4380.5,4301.4,4222.3,4143.2,4064.1,3985,4176.96,4368.92,4560.88,4752.84,4944.8,4763.36,4581.92,4400.48,4219.04,4037.6,3912.18,3786.76,3661.34,3535.92,3410.5,3491.76,3573.02,3654.28,3735.54,3816.8,3733.06,3649.32,3565.58,3481.84,3398.1,3241.6,3085.1,2928.6,2772.1,2615.6,3022.66,3429.72,3836.78,4243.84,4650.9,4937,5223.1,5509.2,5795.3,6081.4,5920.82,5760.24,5599.66,5439.08,5278.5,5463.22,5647.94,5832.66,6017.38,6202.1,6273.16,6344.22,6415.28,6486.34,6557.4,6729.54,6901.68,7073.82,7245.96,7418.1,7500.12,7582.14,7664.16,7746.18,7828.2
ind,biomass,11379.2,11423.1,11467,11510.9,11554.8,11598.7,11643.46,11688.22,11732.98,11777.74,11822.5,11868.14,11913.78,11959.42,12005.06,12050.7,12097.2,12143.7,12190.2,12236.7,12283.2,12356.22,12429.24,12502.26,12575.28,12648.3,12723.48,12798.66,12873.84,12949.02,13024.2,13187.5,13350.8,13514.1,13677.4,13840.7,14047.52,14254.34,14461.16,14667.98,14874.8,14863.06,14851.32,14839.58,14827.84,14816.1,14957.62,15099.14,15240.66,15382.18,15523.7,15818.68,16113.66,16408.64,16703.62,16998.6,17241.34,17484.08,17726.82,17969.56,18212.3,17960.2,17708.1,17456,17203.9,16951.8,16396.48,15841.16,15285.84,14730.52,14175.2,14198.62,14222.04,14245.46,14268.88,14292.3,14083.08,13873.86,13664.64,13455.42,13246.2,12804.88,12363.56,11922.24,11480.92,11039.6,10750,10460.4,10170.8,9881.2,9591.6,9471.84,9352.08,9232.32,9112.56,8992.8,8537.2,8081.6,7626,7170.4,6714.8,6966.88,7218.96,7471.04,7723.12,7975.2,8417.28,8859.36,9301.44,9743.52,10185.6,11116.54,12047.48,12978.42,13909.36,14840.3,18340.9,21841.5,25342.1,28842.7,32343.3,33630.76,34918.22,36205.68,37493.14,38780.6,35922.64,33064.68,30206.72,27348.76,24490.8,26691.84,28892.88,31093.92,33294.96,35496,38070.54,40645.08,43219.62,45794.16,48368.7,53438.28,58507.86,63577.44,68647.02,73716.6,74197.48,74678.36,75159.24,75640.12,76121
irl,biomass,1201.4,1209.06,1216.72,1224.38,1232.04,1239.7,1247.36,1255.02,1262.68,1270.34,1278,1285.66,1293.32,1300.98,1308.64,1316.3,1323.98,1331.66,1339.34,1347.02,1354.7,1361.46,1368.22,1374.98,1381.74,1388.5,1395.42,1402.34,1409.26,1416.18,1423.1,1430.22,1437.34,1444.46,1451.58,1458.7,1465.98,1473.26,1480.54,1487.82,1495.1,1502.56,1510.02,1517.48,1524.94,1532.4,1540.06,1547.72,1555.38,1563.04,1570.7,1578.54,1586.38,1594.22,1602.06,1609.9,1617.92,1625.94,1633.96,1641.98,1650,1621.82,1593.64,1565.46,1537.28,1509.1,1439.94,1370.78,1301.62,1232.46,1163.3,1113.66,1064.02,1014.38,964.74,915.1,836.72,758.34,679.96,601.58,523.2,455.38,387.56,319.74,251.92,184.1,159.9,135.7,111.5,87.3,63.1,56.02,48.94,41.86,34.78,27.7,31.52,35.34,39.16,42.98,46.8,49.22,51.64,54.06,56.48,58.9,59.18,59.46,59.74,60.02,60.3,66.66,73.02,79.38,85.74,92.1,100.08,108.06,116.04,124.02,132,132.42,132.84,133.26,133.68,134.1,144.22,154.34,164.46,174.58,184.7,183.44,182.18,180.92,179.66,178.4,179.74,181.08,182.42,183.76,185.1,220.28,255.46,290.64,325.82,361,347.06,333.12,319.18,305.24,291.3
irn,biomass,701.9,708.36,714.82,721.28,727.74,734.2,740.96,747.72,754.48,761.24,768,775.08,782.16,789.24,796.32,803.4,810.8,818.2,825.6,833,840.4,852.48,864.56,876.64,888.72,900.8,913.76,926.72,939.68,952.64,965.6,979.5,993.4,1007.3,1021.2,1035.1,1049.98,1064.86,1079.74,1094.62,1109.5,1125.46,1141.42,1157.38,1173.34,1189.3,1206.42,1223.54,1240.66,1257.78,1274.9,1293.22,1311.54,1329.86,1348.18,1366.5,1386.16,1405.82,1425.48,1445.14,1464.8,1493.18,1521.56,1549.94,1578.32,1606.7,1650.2,1693.7,1737.2,1780.7,1824.2,1869.94,1915.68,1961.42,2007.16,2052.9,2096.82,2140.74,2184.66,2228.58,2272.5,2314.54,2356.58,2398.62,2440.66,2482.7,2524.22,2565.74,2607.26,2648.78,2690.3,2733.9,2777.5,2821.1,2864.7,2908.3,2957.3,3006.3,3055.3,3104.3,3153.3,3129.7,3106.1,3082.5,3058.9,3035.3,2878,2720.7,2563.4,2406.1,2248.8,1872.94,1497.08,1121.22,745.36,369.5,358.9,348.3,337.7,327.1,316.5,354.8,393.1,431.4,469.7,508,424.6,341.2,257.8,174.4,91,145.62,200.24,254.86,309.48,364.1,353.18,342.26,331.34,320.42,309.5,321.62,333.74,345.86,357.98,370.1,408.94,447.78,486.62,525.46,564.3
irq,biomass,93.4,94.5,95.6,96.7,97.8,98.9,100.04,101.18,102.32,103.46,104.6,105.84,107.08,108.32,109.56,110.8,112.1,113.4,114.7,116,117.3,119.68,122.06,124.44,126.82,129.2,131.82,134.44,137.06,139.68,142.3,145.2,148.1,151,153.9,156.8,159.98,163.16,166.34,169.52,172.7,176.22,179.74,183.26,186.78,190.3,194.18,198.06,201.94,205.82,209.7,213.96,218.22,222.48,226.74,231,235.7,240.4,245.1,249.8,254.5,260.52,266.54,272.56,278.58,284.6,292.74,300.88,309.02,317.16,325.3,333.98,342.66,351.34,360.02,368.7,377.16,385.62,394.08,402.54,411,417.46,423.92,430.38,436.84,443.3,432.06,420.82,409.58,398.34,387.1,362.42,337.74,313.06,288.38,263.7,239.34,214.98,190.62,166.26,141.9,134.44,126.98,119.52,112.06,104.6,93.52,82.44,71.36,60.28,49.2,44.92,40.64,36.36,32.08,27.8,31.88,35.96,40.04,44.12,48.2,50.28,52.36,54.44,56.52,58.6,51.92,45.24,38.56,31.88,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2
ita,biomass,4300.8,4357.46,4414.12,4470.78,4527.44,4584.1,4644.5,4704.9,4765.3,4825.7,4886.1,4928.52,4970.94,5013.36,5055.78,5098.2,5360.48,5622.76,5885.04,6147.32,6409.6,6600,6790.4,6980.8,7171.2,7361.6,7294.26,7226.92,7159.58,7092.24,7024.9,7183.98,7343.06,7502.14,7661.22,7820.3,7881.28,7942.26,8003.24,8064.22,8125.2,8125.2,8125.2,8125.2,8125.2,8125.2,8284.52,8443.84,8603.16,8762.48,8921.8,9209.5,9497.2,9784.9,10072.6,10360.3,10543.14,10725.98,10908.82,11091.66,11274.5,10576.82,9879.14,9181.46,8483.78,7786.1,7248.02,6709.94,6171.86,5633.78,5095.7,4726.76,4357.82,3988.88,3619.94,3251,2958.06,2665.12,2372.18,2079.24,1786.3,1556.14,1325.98,1095.82,865.66,635.5,577.4,519.3,461.2,403.1,345,288.88,232.76,176.64,120.52,64.4,70.36,76.32,82.28,88.24,94.2,104.1,114,123.9,133.8,143.7,155.56,167.42,179.28,191.14,203,225.4,247.8,270.2,292.6,315,345.08,375.16,405.24,435.32,465.4,464.48,463.56,462.64,461.72,460.8,464.92,469.04,473.16,477.28,481.4,468.5,455.6,442.7,429.8,416.9,382.68,348.46,314.24,280.02,245.8,296.16,346.52,396.88,447.24,497.6,536.68,575.76,614.84,653.92,693
jam,biomass,48.3,46.3,44.3,42.3,40.3,38.3,39.3,40.3,41.3,42.3,43.3,42.98,42.66,42.34,42.02,41.7,41.7,41.7,41.7,41.7,41.7,41.02,40.34,39.66,38.98,38.3,39.98,41.66,43.34,45.02,46.7,45.7,44.7,43.7,42.7,41.7,39.7,37.7,35.7,33.7,31.7,33.02,34.34,35.66,36.98,38.3,38.64,38.98,39.32,39.66,40,39,38,37,36,35,37.66,40.32,42.98,45.64,48.3,44.98,41.66,38.34,35.02,31.7,36.36,41.02,45.68,50.34,55,63,71,79,87,95,93,91,89,87,85,99,113,127,141,155,177,199,221,243,265,267.66,270.32,272.98,275.64,278.3,314.64,350.98,387.32,423.66,460,502.34,544.68,587.02,629.36,671.7,681.02,690.34,699.66,708.98,718.3,740.3,762.3,784.3,806.3,828.3,1036.98,1245.66,1454.34,1663.02,1871.7,1856.3,1840.9,1825.5,1810.1,1794.7,1513.1,1231.5,949.9,668.3,386.7,384.36,382.02,379.68,377.34,375,369.66,364.32,358.98,353.64,348.3,355.18,362.06,368.94,375.82,382.7,386.78,390.86,394.94,399.02,403.1
jpn,biomass,1690,1690.26,1690.52,1690.78,1691.04,1691.3,1678.66,1666.02,1653.38,1640.74,1628.1,1604.08,1580.06,1556.04,1532.02,1508,1475.24,1442.48,1409.72,1376.96,1344.2,1330.98,1317.76,1304.54,1291.32,1278.1,1284.4,1290.7,1297,1303.3,1309.6,1269.96,1230.32,1190.68,1151.04,1111.4,1122.62,1133.84,1145.06,1156.28,1167.5,1158.96,1150.42,1141.88,1133.34,1124.8,1097.02,1069.24,1041.46,1013.68,985.9,929.78,873.66,817.54,761.42,705.3,695.9,686.5,677.1,667.7,658.3,652.48,646.66,640.84,635.02,629.2,669.92,710.64,751.36,792.08,832.8,813.3,793.8,774.3,754.8,735.3,761.08,786.86,812.64,838.42,864.2,894.12,924.04,953.96,983.88,1013.8,1109.66,1205.52,1301.38,1397.24,1493.1,1530.58,1568.06,1605.54,1643.02,1680.5,1501.04,1321.58,1142.12,962.66,783.2,989.6,1196,1402.4,1608.8,1815.2,2103.96,2392.72,2681.48,2970.24,3259,3640.28,4021.56,4402.84,4784.12,5165.4,6134.78,7104.16,8073.54,9042.92,10012.3,9950.26,9888.22,9826.18,9764.14,9702.1,9409.12,9116.14,8823.16,8530.18,8237.2,8151.08,8064.96,7978.84,7892.72,7806.6,7917.84,8029.08,8140.32,8251.56,8362.8,8207.86,8052.92,7897.98,7743.04,7588.1,7702.64,7817.18,7931.72,8046.26,8160.8
ken,biomass,43,43.2,43.4,43.6,43.8,44,44.2,44.4,44.6,44.8,45,45.2,45.4,45.6,45.8,46,46.2,46.4,46.6,46.8,47,48,49,50,51,52,53,54,55,56,57,58.2,59.4,60.6,61.8,63,64.2,65.4,66.6,67.8,69,70.4,71.8,73.2,74.6,76,77.6,79.2,80.8,82.4,84,85.6,87.2,88.8,90.4,92,94,96,98,100,102,104.8,107.6,110.4,113.2,116,120.4,124.8,129.2,133.6,138,143.2,148.4,153.6,158.8,164,169.4,174.8,180.2,185.6,191,196.6,202.2,207.8,213.4,219,225.2,231.4,237.6,243.8,250,253.8,257.6,261.4,265.2,269,267.8,266.6,265.4,264.2,263,262.8,262.6,262.4,262.2,262,265,268,271,274,277,279.4,281.8,284.2,286.6,289,400.2,511.4,622.6,733.8,845,902.6,960.2,1017.8,1075.4,1133,1092.6,1052.2,1011.8,971.4,931,969.8,1008.6,1047.4,1086.2,1125,1166.8,1208.6,1250.4,1292.2,1334,1357,1380,1403,1426,1449,1480.2,1511.4,1542.6,1573.8,1605
kna,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,89.8,88.6,87.4,86.2,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lka,biomass,151.8,157.08,162.36,167.64,172.92,178.2,184.4,190.6,196.8,203,209.2,216.46,223.72,230.98,238.24,245.5,254.02,262.54,271.06,279.58,288.1,285.62,283.14,280.66,278.18,275.7,281.52,287.34,293.16,298.98,304.8,308.7,312.6,316.5,320.4,324.3,344.32,364.34,384.36,404.38,424.4,435.1,445.8,456.5,467.2,477.9,504.96,532.02,559.08,586.14,613.2,616.08,618.96,621.84,624.72,627.6,639.08,650.56,662.04,673.52,685,683.42,681.84,680.26,678.68,677.1,680.96,684.82,688.68,692.54,696.4,714.46,732.52,750.58,768.64,786.7,798.88,811.06,823.24,835.42,847.6,832.78,817.96,803.14,788.32,773.5,773.04,772.58,772.12,771.66,771.2,750.22,729.24,708.26,687.28,666.3,686,705.7,725.4,745.1,764.8,786.1,807.4,828.7,850,871.3,900.14,928.98,957.82,986.66,1015.5,1044.62,1073.74,1102.86,1131.98,1161.1,1243.7,1326.3,1408.9,1491.5,1574.1,1625.96,1677.82,1729.68,1781.54,1833.4,1808.52,1783.64,1758.76,1733.88,1709,1731.08,1753.16,1775.24,1797.32,1819.4,1930.6,2041.8,2153,2264.2,2375.4,2225.92,2076.44,1926.96,1777.48,1628,2119.64,2611.28,3102.92,3594.56,4086.2
ltu,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,26.98,36.16,45.34,54.52,63.7,69.78,75.86,81.94,88.02,94.1
lux,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.1,282.34,306.58,330.82,355.06,379.3,330.34,281.38,232.42,183.46,134.5,140.66,146.82,152.98,159.14,165.3,155.54,145.78,136.02,126.26,116.5,118.06,119.62,121.18,122.74,124.3,114.1,103.9,93.7,83.5,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lva,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,41.06,61.62,82.18,102.74,123.3,138.48,153.66,168.84,184.02,199.2
mar,biomass,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91.2,92.4,93.6,94.8,96,97.2,98.4,99.6,100.8,102,103.4,104.8,106.2,107.6,109,110.2,111.4,112.6,113.8,115,116.6,118.2,119.8,121.4,123,124.6,126.2,127.8,129.4,131,132.6,134.2,135.8,137.4,139,140.8,142.6,144.4,146.2,148,150,152,154,156,158,161.6,165.2,168.8,172.4,176,182.8,189.6,196.4,203.2,210,217.8,225.6,233.4,241.2,249,257.2,265.4,273.6,281.8,290,298.8,307.6,316.4,325.2,334,344.6,355.2,365.8,376.4,387,368.4,349.8,331.2,312.6,294,385.4,476.8,568.2,659.6,751,874,997,1120,1243,1366,1276.2,1186.4,1096.6,1006.8,917,841.4,765.8,690.2,614.6,539,484.8,430.6,376.4,322.2,268,249,230,211,192,173,179.6,186.2,192.8,199.4,206,203.8,201.6,199.4,197.2,195,189.4,183.8,178.2,172.6,167,170,173,176,179,182,185.6,189.2,192.8,196.4,200
