"iso","X1890","X1891","X1892","X1893","X1894","X1895","X1896","X1897","X1898","X1899","X1900","X1901","X1902","X1903","X1904","X1905","X1906","X1907","X1908","X1909","X1910","X1911","X1912","X1913","X1914","X1915","X1916","X1917","X1918","X1919","X1920","X1921","X1922","X1923","X1924","X1925","X1926","X1927","X1928","X1929","X1930","X1931","X1932","X1933","X1934","X1935","X1936","X1937","X1938","X1939","X1940","X1941","X1942","X1943","X1944","X1945","X1946","X1947","X1948","X1949","X1950","X1951","X1952","X1953","X1954","X1955","X1956","X1957","X1958","X1959","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014"
"nld","57.7243842827599","59.2233251864385","60.7222660901172","62.2212069937958","63.7201478974744","65.2190888011531","67.876066929874","70.533045058595","73.1900231873159","75.8470013160368","78.5039794447578","82.8913580246913","87.2787366046249","91.6661151845585","96.053493764492","100.440872344426","102.910020680579","105.379169016732","107.848317352886","110.317465689039","112.786614025193","108.22693488751","103.667255749828","99.1075766121451","94.5478974744626","89.9882183367801","87.7586639092561","85.5291094817321","83.2995550542082","81.0700006266842","78.8404461991602","86.6723569593282","94.5042677194961","102.336178479664","110.168089239832","118","149","180","211","242","273","269.2","265.4","261.6","257.8","254","237","220","203","186","169","140.2","111.4","82.6","53.8","25","110.8","196.6","282.4","368.2","454","497.2","540.4","583.6","626.8","670","805.2","940.4","1075.6","1210.8","1346","1549.6","1753.2","1956.8","2160.4","2364","2610","2856","3102","3348","3594","3669.2","3744.4","3819.6","3894.8","3970","4041.6","4113.2","4184.8","4256.4","4328","4600","3618","3747","4926","4819","4628","4575","4994","5163","4960","4696","4849","5404","5443","5530","5544","5805","5562","5307","4970","5305","5367","5846","6011","6031","5417","6412","5998","4601","5799","5943","5917","5681","5868"
"nzl",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","418","493","555","594","625","653","563","626","619","534","609","620","603","646","617","700","719","652","664","679","622","608","667","659","670","682","680"
"prk",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","39.44","78.88","118.32","157.76","197.2","181.36","165.52","149.68","133.84","118","268.8","419.6","570.4","721.2","872","994.6","1117.2","1239.8","1362.4","1485","1668","1851","2034","2217","2400","2768","3136","3504","3872","4240","3992","3744","3496","3248","3000","3000","3000","3000","3000","3000","3000","3000","3000","3164","3120","3100","2500","2000","1500","500","500","500","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250"
"nor",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","123.6","247.2","370.8","494.4","618","570","483","565","572","610","564","385","367","240","54","61","70","73","70","70","70","70","70","80","90","100","108","111","113","85","114","111","108","83","108","101","100","106","102"
"pak",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","450","490","550","803","895","793","905","850","650","700","800","900","900","1044","1002","1068","1000","1000","1000","1067","1000","1000","1187","818","1015","1002","915","629","415","358","198","165","142"
"pry",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","63","61","54","68","92","81","90","103","104","79","66","61","82","72","87","98","119","123","128","110","94","71","81","42","67","69","71"
"per",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.8","15.6","23.4","31.2","39","35.2","31.4","27.6","23.8","20","31.4","42.8","54.2","65.6","77","123.2","169.4","215.6","261.8","308","298.8","289.6","280.4","271.2","262","193","161","113","4","163","216","185","166","209","93","207","145","201","200","247","273","264","283","197","327","316","240","226","272","263","306","351","412","0","0","0","0","0","0"
"pol","57.3948811700183","59.3144424131627","61.2340036563071","63.1535648994516","65.073126142596","66.9926873857404","71.1005484460695","75.2084095063985","79.3162705667276","83.4241316270567","87.5319926873858","86.1882998171846","84.8446069469835","83.5009140767825","82.1572212065814","80.8135283363803","83.9232175502742","87.0329067641682","90.1425959780621","93.2522851919561","96.3619744058501","91.9853747714808","87.6087751371115","83.2321755027422","78.8555758683729","74.4789762340037","104.654478976234","134.829981718464","165.005484460695","195.180987202925","225.356489945155","243.285191956124","261.213893967093","279.142595978062","297.071297989031","315","347.6","380.2","412.8","445.4","478","461.6","445.2","428.8","412.4","396","499.8","603.6","707.4","811.2","915","775.8","636.6","497.4","358.2","219","481.8","744.6","1007.4","1270.2","1533","1848.8","2164.6","2480.4","2796.2","3112","3402.2","3692.4","3982.6","4272.8","4563","4802.4","5041.8","5281.2","5520.6","5760","6030.2","6300.4","6570.6","6840.8","7111","7274","7437","7600","7763","7926","8616.4","9306.8","9997.2","10687.6","11378","8870","8098","9286","9533","9335","10096","10024","9837","9075","8352","6297","6316","6105","6735","7373","6540","7295","6179","5233","6492","5440","5294","5632","6400","4477","5333","5804","4934","2984","3638","3975","3952","4011","4637"
"prt",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","148","222","296","370","314","222","364","382","424","463","431","445","377","339","251","402","398","415","415","421","431","387","389","379","82","0","0","0","0","0","0","0","0","0","0","0","0","0"
"rou","11.661182205972","12.0511882998172","12.4411943936624","12.8312004875076","13.2212065813528","13.6112126751981","14.4458257160268","15.2804387568556","16.1150517976843","16.9496648385131","17.7842778793419","17.5112736136502","17.2382693479586","16.9652650822669","16.6922608165753","16.4192565508836","17.0510664229129","17.6828762949421","18.3146861669714","18.9464960390006","19.5783059110299","18.6890920170628","17.7998781230957","16.9106642291286","16.0214503351615","15.1322364411944","21.2631322364412","27.394028031688","33.5249238269348","39.6558196221816","45.7867154174284","49.4293723339427","53.072029250457","56.7146861669714","60.3573430834857","64","65","66","67","68","69","71.6","74.2","76.8","79.4","82","90","98","106","114","122","108.4","94.8","81.2","67.6","54","107.2","160.4","213.6","266.8","320","370","420","470","520","570","658.8","747.6","836.4","925.2","1014","1215","1416","1617","1818","2019","2457.2","2895.4","3333.6","3771.8","4210","4688.4","5166.8","5645.2","6123.6","6602","7084","7566","8048","8530","9012","8857","8637","8190","9557","9212","9329","8673","8941","9052","6355","4525","3111","3189","3495","4203","4058","4538","4525","3006","2985","3085","3976","4101","4244","4098","3946","3923","2958","1575","1726","1593","1467","1604","1631"
"rus",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45990","40766","36480","39675","37079","37207","34736","40033","44536","44947","46251","48325","50321","48410","51742","51043","48295","43945","47934","48117","50529","50111","51479"
"ussr","928","1033.4","1138.8","1244.2","1349.6","1455","1751.4","2047.8","2344.2","2640.6","2937","2896.8","2856.6","2816.4","2776.2","2736","2798.2","2860.4","2922.6","2984.8","3047","3190.4","3333.8","3477.2","3620.6","3764","3034.4","2304.8","1575.2","845.6","116","354.6","593.2","831.8","1070.4","1309","2040","2771","3502","4233","4964","6469.2","7974.4","9479.6","10984.8","12490","12972.4","13454.8","13937.2","14419.6","14902","13682.2","12462.4","11242.6","10022.8","8803","10877.4","12951.8","15026.2","17100.6","19175","22002","24829","27656","30483","33310","35999.4","38688.8","41378.2","44067.6","46757","50642.4","54527.8","58413.2","62298.6","66184","70133.8","74083.6","78033.4","81983.2","85933","89346.4","92759.8","96173.2","99586.6","103000","103856.6","104713.2","105569.8","106426.4","107283","107766","106723","110453","110893","109977","113840","113900","114559","113273","110167","90953","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"srb",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1582","1008","1235","1226","312","365","550"
"svk",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2952","3205","3330","3207","2928","3072","2756","2987","3166","3255","3533","3892","3765","3681","4145","4012","3529","3019","3649","3346","3520","3617","3838"
"zaf",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","260.2","520.4","780.6","1040.8","1301","1440.8","1580.6","1720.4","1860.2","2000","2320.6","2641.2","2961.8","3282.4","3603","3748","3893","4038","4183","4328","4647.4","4966.8","5286.2","5605.6","5925","6183.6","6442.2","6700.8","6959.4","7218","7365","6762","5215","5531","6010","5774","6317","6171","6543","6257","6968","6498","6121","6047","6224","6014","6192","6893","6005","6292","5820","5823","6234","6011","6130","6159","5358","5138","4444","5429","4604","4599","4928","4690"
"kor",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"19.8","39.6","59.4","79.2","99","109.2","119.4","129.6","139.8","150","162.2","174.4","186.6","198.8","211","229.4","247.8","266.2","284.6","303","270.2","237.4","204.6","171.8","139","111.2","83.4","55.6","27.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","14","21","28","35","273.6","512.2","750.8","989.4","1228","2098.8","2969.6","3840.4","4711.2","5582","7935","8442","8024","8763","8833","9003","11057","12578","14846","15339","18510","19323","21777","21169","22344","23010","22712","23299","23329","24937","25898","26570","27314","27556","27309","27559","29437","31043","27284","35065","42213","41734","41045","46909"
"esp","258.292160180485","264.999285579996","271.706410979507","278.413536379019","285.12066177853","291.827787178041","303.716638465877","315.605489753713","327.494341041549","339.383192329385","351.272043617221","370.903703703704","390.535363790186","410.167023876669","429.798683963151","449.430344049633","460.478736604625","471.527129159616","482.575521714608","493.623914269599","504.672306824591","484.269674750893","463.867042677195","443.464410603497","423.061778529799","402.659146456101","392.682835119383","382.706523782666","372.730212445948","362.753901109231","352.777589772514","387.822071818011","422.866553863508","457.911035909005","492.955517954503","528","545.6","563.2","580.8","598.4","616","561","506","451","396","341","388.6","436.2","483.8","531.4","579","559","539","519","499","479","516","553","590","627","664","724","784","844","904","964","1148.4","1332.8","1517.2","1701.6","1886","1976.4","2066.8","2157.2","2247.6","2338","2703.4","3068.8","3434.2","3799.6","4165","4700.4","5235.8","5771.2","6306.6","6842","6752.2","6662.4","6572.6","6482.8","6393","6259","5998","5426","5319","5457","4808","4804","4650","5479","5441","5397","4758","5394","5447","5106","4127","3927","4236","4058","4059","4219","4021","3645","4036","4160","3432","3976","3784","2920","3572","3540","3081","3949","3958"
"swe","224.53807106599","230.368697123519","236.199323181049","242.029949238579","247.860575296108","253.691201353638","264.026395939086","274.361590524535","284.696785109983","295.031979695431","305.36717428088","322.433333333333","339.499492385787","356.56565143824","373.631810490694","390.697969543147","400.302538071066","409.907106598985","419.511675126903","429.116243654822","438.720812182741","420.984433164129","403.248054145516","385.511675126904","367.775296108291","350.038917089678","341.366328257191","332.693739424704","324.021150592217","315.348561759729","306.675972927242","337.140778341794","367.605583756345","398.070389170897","428.535194585448","459","466.4","473.8","481.2","488.6","496","519.4","542.8","566.2","589.6","613","647.8","682.6","717.4","752.2","787","786.6","786.2","785.8","785.4","785","795.4","805.8","816.2","826.6","837","919","1001","1083","1165","1247","1323","1399","1475","1551","1627","1791.8","1956.6","2121.4","2286.2","2451","2529.2","2607.4","2685.6","2763.8","2842","2975.2","3108.4","3241.6","3374.8","3508","3293.4","3078.8","2864.2","2649.6","2435","1770","1779","2011","2214","2424","2435","2314","2492","2638","2736","2812","2735","2845","3037","3020","3130","3060","3149","3212","3145","3614","3703","3710","3871","3730","3577","3816","3583","1966","3447","3240","2805","2896","3078"
"che",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","4","5","4.6","4.2","3.8","3.4","3","9.2","15.4","21.6","27.8","34","38","42","46","50","54","53.2","52.4","51.6","50.8","50","45","40","35","30","25","25.6","26.2","26.8","27.4","28","29.4","30.8","32.2","33.6","35","34.6","34.2","33.8","33.4","33","33","10","10","54","66","79","140","134","141","129","105","102","82","88","97","100","100","80","80","80","80","0","0","0","0","0","0","0","0","0","0","0","0","0"
"twn",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.2","6.4","9.6","12.8","16","17.6","19.2","20.8","22.4","24","33.6","43.2","52.8","62.4","72","76.8","81.6","86.4","91.2","96","95.4","94.8","94.2","93.6","93","422","751","1080","1409","1738","1609","2693","3416","3314","3400","3692","3732","5487","5780","5491","5561","5327","6096","5968","6056","6213","8870","9374","8890","9618","10001","10169","10260","10354","9447","10407","10518","9823","7939","9358","12718","11785","13319","14440"
"tun",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","50","75","100","125","129.6","134.2","138.8","143.4","148","149","150","151","152","153","158","97","147","148","142","149","163","128","155","161","172","158","165","154","162","155","150","123","180","195","191","152","45","0","0","0","0","0","0","0","0","0","0","0"
"tur",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.6","33.2","49.8","66.4","83","80.4","77.8","75.2","72.6","70","78.6","87.2","95.8","104.4","113","130.6","148.2","165.8","183.4","201","210.4","219.8","229.2","238.6","248","298.4","348.8","399.2","449.6","500","659.6","819.2","978.8","1138.4","1298","1315.6","1333.2","1350.8","1368.4","1386","1536.8","1687.6","1838.4","1989.2","2140","2050","2174","2719","3272","3603","4142","4556","4963","4037","5367","5154","5059","4931","4604","4403","5253","5565","5286","5181","5333","5289","5003","5706","5836","5970","5952","6235","6704","7004","7679","8173","8613","9180","9364"
"ukr",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35162","27022","20084","17904","17698","20496","20777","21937","25697","26364","27634","29528","31056","30782","32950","35647","30981","25676","27349","28867","28500","29094","24788"
"gbr","3110.75728520399","3191.53495644545","3272.31262768691","3353.09029892837","3433.86797016983","3514.64564141129","3657.82974243279","3801.01384345428","3944.19794447578","4087.38204549727","4230.56614651877","4467.0012345679","4703.43632261703","4939.87141066616","5176.3064987153","5412.74158676443","5545.80357210002","5678.86555743561","5811.9275427712","5944.98952810679","6078.05151344238","5832.33117753964","5586.6108416369","5340.89050573416","5095.17016983142","4849.44983392868","4729.29952372","4609.14921351131","4488.99890330263","4368.84859309394","4248.69828288525","4670.7586263082","5092.81896973115","5514.8793131541","5936.93965657705","6359","6344.8","6330.6","6316.4","6302.2","6288","6334.8","6381.6","6428.4","6475.2","6522","6904","7286","7668","8050","8432","8189.8","7947.6","7705.4","7463.2","7221","7734","8247","8760","9273","9786","10362.4","10938.8","11515.2","12091.6","12668","13337.2","14006.4","14675.6","15344.8","16014","16359","16704","17049","17394","17739","17725","17711","17697","17683","17669","16561","15453","14345","13237","12129","10956","9783","8610","7437","6264","9470","8327","9477","9487","10381","9686","12017","13056","12638","12319","11883","11542","11534","11943","12236","12830","13054","12746","12139","10890","9870","8561","10228","10180","10189","10696","10960","10137","7671","7233","6625","7183","9471","9705"
"usa","9350","9399.6","9449.2","9498.8","9548.4","9598","10318.4","11038.8","11759.2","12479.6","13200","15900","17800","18000","16500","23000","25300","25200","15900","25800","27100","21500","27000","28100","21200","27100","35800","35000","35400","28100","33500","15100","24700","36600","28500","33300","35700","33200","34600","38700","27700","16300","7760","11800","14200","18900","27400","32800","16900","28200","37400","50000","53600","55100","55300","48300","40700","52900","54500","48400","58500","63800","55600","67900","52600","69700","68100","71100","51900","54600","60300","58800","59500","65200","77500","80000","82800","78700","80500","86200","82800","73800","80600","91900","86600","72300","78800","73900","79600","78900","62343","66742","39289","44185","47087","45764","39873","43917","50571","50687","49668","44123","47377","48155","49374","50890","49428","49604","48230","46268","47888","42133","40225","40644","42291","37222","37903","36337","33729","19018","26843","30227","32062","30308","29374"
"ven",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.8","133.6","200.4","267.2","334","369.2","404.4","439.6","474.8","510","515.6","521.2","526.8","532.4","538","530","522","514","506","498","418","202","169","326","441","493","473","485","455","314","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"vnm",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","15","7","21","52","41","48","66","47","48","146","200","187","202","211","170","255","275","500","600","650","650","1393"
"yug","0.546617915904936","0.564899451553931","0.583180987202925","0.60146252285192","0.619744058500914","0.638025594149909","0.677148080438757","0.716270566727605","0.755393053016454","0.794515539305302","0.83363802559415","0.820840950639854","0.808043875685558","0.795246800731261","0.782449725776965","0.769652650822669","0.79926873857404","0.828884826325411","0.858500914076782","0.888117001828154","0.917733089579525","0.876051188299817","0.83436928702011","0.792687385740402","0.751005484460695","0.709323583180987","0.996709323583181","1.28409506398537","1.57148080438757","1.85886654478976","2.14625228519196","2.31700182815356","2.48775137111517","2.65850091407678","2.82925045703839","3","9.4","15.8","22.2","28.6","35","32.2","29.4","26.6","23.8","21","41.2","61.4","81.6","101.8","122","100","78","56","34","12","54.8","97.6","140.4","183.2","226","287","348","409","470","531","628","725","822","919","1016","1048.2","1080.4","1112.6","1144.8","1177","1217","1257","1297","1337","1377","1540.8","1704.6","1868.4","2032.2","2196","2244","2292","2340","2388","2436","2816","2702","2836","2850","3113","3063","2867","2917","2898","2313","1266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"zwe",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","100","150","200","250","250","250","250","250","250","260.4","270.8","281.2","291.6","302","398.8","495.6","592.4","689.2","786","643","478","584","400","674","644","644","503","525","521","535","507","211","150","205","219","216","217","270","277","156","122","182","125","129","38","38","0","0","0","0","0","0","0"
