Region,Country,Fuel,Tech,Sector,Year,Fuel (kt),BC (Gg),OC (Gg)
Eastern Euro, Romania        , Manufacturing  , Primary copper , Smelting    ,2000,17,0,0
Eastern Euro, Romania        , Manufacturing  , Pulp           , Production  ,1980,787,0,0
Eastern Euro, Romania        , Manufacturing  , Pulp           , Production  ,1985,723,0,0
Eastern Euro, Romania        , Manufacturing  , Pulp           , Production  ,1990,717,0,0
Eastern Euro, Romania        , Manufacturing  , Pulp           , Production  ,1995,388,0,0
Eastern Euro, Romania        , Manufacturing  , Pulp           , Production  ,2000,378,0,0
Eastern Euro, Romania        , Manufacturing  , Sulfuric acid  , Production  ,1980,1756,0,0
Eastern Euro, Romania        , Manufacturing  , Sulfuric acid  , Production  ,1985,1835,0,0
Eastern Euro, Romania        , Manufacturing  , Sulfuric acid  , Production  ,1990,1111,0,0
Eastern Euro, Romania        , Manufacturing  , Sulfuric acid  , Production  ,1995,477,0,0
Eastern Euro, Romania        , Manufacturing  , Sulfuric acid  , Production  ,2000,181,0,0
Eastern Euro, Romania        , Manufacturing  , Zinc           , Smelting    ,1980,50,0,0
Eastern Euro, Romania        , Manufacturing  , Zinc           , Smelting    ,1985,40,0,0
Eastern Euro, Romania        , Manufacturing  , Zinc           , Smelting    ,1990,12,0,0
Eastern Euro, Romania        , Manufacturing  , Zinc           , Smelting    ,1995,29,0,0
Eastern Euro, Romania        , Manufacturing  , Zinc           , Smelting    ,2000,25,0,0
Eastern Euro, Romania        , Manufacturing  , Zinc           , Smelting    ,2005,57,0,0
Eastern Euro, Romania        , Middle distilla, *Heavy duty veh, Vehicle     ,1990,1334,5.349,1.702
Eastern Euro, Romania        , Middle distilla, *Heavy duty veh, Vehicle     ,1995,1215,4.965,1.58
Eastern Euro, Romania        , Middle distilla, *Heavy duty veh, Vehicle     ,2000,1374,3.552,1.13
Eastern Euro, Romania        , Middle distilla, *Heavy duty veh, Vehicle     ,2005,2130,2.795,0.889
Eastern Euro, Romania        , Middle distilla, *Heavy duty veh, Vehicle     ,2010,2903,1.994,0.634
Eastern Euro, Romania        , Middle distilla, *Ships         , Transport   ,1995,50,0.021,0.016
Eastern Euro, Romania        , Middle distilla, *Ships         , Transport   ,2000,53,0.022,0.017
Eastern Euro, Romania        , Middle distilla, *Ships         , Transport   ,2005,40,0.016,0.013
Eastern Euro, Romania        , Middle distilla, *Ships         , Transport   ,2010,58,0.024,0.019
Eastern Euro, Romania        , Middle distilla, Category       , Agriculture ,1990,1110,2.791,0.888
Eastern Euro, Romania        , Middle distilla, Category       , Agriculture ,1995,505,1.27,0.404
Eastern Euro, Romania        , Middle distilla, Category       , Agriculture ,2000,254,0.639,0.203
Eastern Euro, Romania        , Middle distilla, Category       , Agriculture ,2005,112,0.282,0.09
Eastern Euro, Romania        , Middle distilla, Category       , Agriculture ,2010,197,0.495,0.158
Eastern Euro, Romania        , Middle distilla, Category       , Industrial  ,1990,673,1.353,0.43
Eastern Euro, Romania        , Middle distilla, Category       , Industrial  ,1995,586,1.178,0.375
Eastern Euro, Romania        , Middle distilla, Category       , Industrial  ,2000,556,1.118,0.355
Eastern Euro, Romania        , Middle distilla, Category       , Industrial  ,2005,415,0.834,0.265
Eastern Euro, Romania        , Middle distilla, Category       , Industrial  ,2010,414,0.832,0.265
Eastern Euro, Romania        , Middle distilla, Category       , Power       ,1995,33,0,0
Eastern Euro, Romania        , Middle distilla, Category       , Power       ,2000,5,0,0
Eastern Euro, Romania        , Middle distilla, Category       , Power       ,2005,6,0,0
Eastern Euro, Romania        , Middle distilla, Category       , Power       ,2010,9,0,0
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,1980,4992,7.367,2.344
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,1985,4071,6.008,1.912
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,1990,407,0.601,0.191
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,1995,206,0.304,0.097
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,2000,215,0.317,0.101
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,2005,221,0.326,0.104
Eastern Euro, Romania        , Middle distilla, Category       , Residential ,2010,114,0.168,0.054
Eastern Euro, Romania        , Middle distilla, Category       , Transport   ,1995,1,0.001,0
Eastern Euro, Romania        , Middle distilla, Category       , Transport   ,2005,1,0.001,0
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1930,89.6,0.152,0.044
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1935,4.8,0.008,0.002
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1940,738,1.254,0.364
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1945,791.6,1.345,0.39
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1950,231,0.393,0.114
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1955,226,0.384,0.111
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1960,868.3,1.476,0.428
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1965,1132.5,1.925,0.559
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,1995,280,0.476,0.138
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,2000,287,0.488,0.142
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,2005,72,0.122,0.036
Eastern Euro, Romania        , Middle distilla, Rail           , Transport   ,2010,143,0.243,0.071
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,1970,26477.4,0,0.002
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,1975,15998.5,0,0.001
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,1980,1348208,0.011,0.088
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,1985,955986,0.007,0.062
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,1990,835121.4,0.007,0.054
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,1995,451451.9,0.004,0.029
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,2000,305040.3,0.002,0.02
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,2005,277823.6,0.002,0.018
Eastern Euro, Romania        , Natural Gas    , Category       , Industrial  ,2010,194484.3,0.002,0.013
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1925,590.8,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1930,3716.2,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1935,8080.2,0,0.001
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1940,5269.3,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1945,5579.5,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1950,387.5,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1955,764.4,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1960,1583.2,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1965,3879.7,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1970,22910.9,0,0.001
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1975,34110.5,0,0.002
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1980,238096,0.002,0.015
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1985,469476,0.004,0.031
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1990,417957,0.003,0.027
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,1995,299492,0.002,0.019
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,2000,166276.4,0.001,0.011
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,2005,159511,0.001,0.01
Eastern Euro, Romania        , Natural Gas    , Category       , Power       ,2010,111446,0.001,0.007
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,1970,3899.7,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,1975,3872.4,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,1985,142444,0.001,0.009
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,1990,143629,0.001,0.009
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,1995,104259,0.001,0.007
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,2000,116030.7,0.001,0.008
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,2005,148872.8,0.001,0.01
Eastern Euro, Romania        , Natural Gas    , Category       , Residential ,2010,151546.3,0.001,0.01
Eastern Euro, Romania        , Natural Gas    , Category       , Transport   ,1995,128,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Transport   ,2000,1245,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Transport   ,2005,3826.1,0,0
Eastern Euro, Romania        , Natural Gas    , Category       , Transport   ,2010,1289.8,0,0
Eastern Euro, Romania        , Petroleum Coke , Category       , Industrial  ,1995,22,0,0
Eastern Euro, Romania        , Petroleum Coke , Category       , Industrial  ,2000,202,0.001,0.002
Eastern Euro, Romania        , Petroleum Coke , Category       , Industrial  ,2005,276,0.001,0.002
Eastern Euro, Romania        , Petroleum Coke , Category       , Industrial  ,2010,286,0.001,0.002
Eastern Euro, Romania        , Waste/open     , *Dump burning  , Open burning,1980,30.6,0.045,0.045
Eastern Euro, Romania        , Waste/open     , *Dump burning  , Open burning,1985,33.8,0.05,0.05
Eastern Euro, Romania        , Waste/open     , *Dump burning  , Open burning,1990,45,0.067,0.067
Eastern Euro, Romania        , Waste/open     , *Dump burning  , Open burning,1995,37.5,0.056,0.056
Eastern Euro, Romania        , Waste/open     , *Dump burning  , Open burning,2000,41.4,0.061,0.061
Eastern Euro, Romania        , Waste/open     , *Open burning  , Open burning,1980,104,0.059,0.356
Eastern Euro, Romania        , Waste/open     , *Open burning  , Open burning,1985,114.8,0.065,0.393
Eastern Euro, Romania        , Waste/open     , *Open burning  , Open burning,1990,115.5,0.066,0.395
Eastern Euro, Romania        , Waste/open     , *Open burning  , Open burning,1995,155.1,0.088,0.53
Eastern Euro, Romania        , Waste/open     , *Open burning  , Open burning,2000,171.2,0.098,0.586
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1925,2541.8,0.197,0.787
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1930,1666.1,0.129,0.516
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1935,601.1,0.047,0.186
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1940,129.7,0.01,0.04
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1945,23.5,0.002,0.007
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1950,10.9,0.001,0.003
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1955,14.9,0.001,0.005
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1960,21.9,0.002,0.007
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1965,42.1,0.003,0.013
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1970,72.8,0.006,0.023
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1975,102.1,0.008,0.032
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1980,171.2,0.013,0.053
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1985,127,0.01,0.039
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1990,113.7,0.009,0.035
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,1995,679.6,0.053,0.21
Eastern Euro, Romania        , Wood           , Category       , Industrial  ,2000,791.9,0.061,0.245
Eastern Euro, Romania        , Wood           , Category       , Residential ,1925,12041.3,5.793,64.767
Eastern Euro, Romania        , Wood           , Category       , Residential ,1930,12886.9,6.199,69.316
Eastern Euro, Romania        , Wood           , Category       , Residential ,1935,13390.4,6.442,72.024
Eastern Euro, Romania        , Wood           , Category       , Residential ,1940,13125.4,6.314,70.598
Eastern Euro, Romania        , Wood           , Category       , Residential ,1945,11658.3,5.608,62.707
Eastern Euro, Romania        , Wood           , Category       , Residential ,1950,10172.7,4.894,54.717
Eastern Euro, Romania        , Wood           , Category       , Residential ,1955,8929.3,4.296,48.029
Eastern Euro, Romania        , Wood           , Category       , Residential ,1960,7700.5,3.704,41.419
Eastern Euro, Romania        , Wood           , Category       , Residential ,1965,7978,3.838,42.912
Eastern Euro, Romania        , Wood           , Category       , Residential ,1970,10154.1,4.885,54.616
Eastern Euro, Romania        , Wood           , Category       , Residential ,1975,11984,5.765,64.459
Eastern Euro, Romania        , Wood           , Category       , Residential ,1980,12927.3,6.219,69.533
Eastern Euro, Romania        , Wood           , Category       , Residential ,1985,13027.2,6.267,70.07
Eastern Euro, Romania        , Wood           , Category       , Residential ,1990,12945.5,6.228,69.631
Eastern Euro, Romania        , Wood           , Category       , Residential ,1995,12626.3,6.074,67.914
Eastern Euro, Romania        , Wood           , Category       , Residential ,2000,12343.1,5.938,66.391
Eastern Euro, Serbia and Mont, Manufacturing  , Aluminum       , Smelting    ,1995,17,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Aluminum       , Smelting    ,2000,88,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Aluminum       , Smelting    ,2005,120,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Lead           , Smelting    ,1995,11,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Lead           , Smelting    ,2000,1,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Lead           , Smelting    ,2005,1,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Pig iron produc, Smelting    ,1995,152.7,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Pig iron produc, Smelting    ,2000,788.5,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Primary copper , Smelting    ,1995,70,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Primary copper , Smelting    ,2000,86,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Primary copper , Smelting    ,2005,30,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Pulp           , Production  ,1995,107,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Pulp           , Production  ,2000,152,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Sulfuric acid  , Production  ,1995,87,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Sulfuric acid  , Production  ,2000,98,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Zinc           , Smelting    ,1995,6,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Zinc           , Smelting    ,2000,8,0,0
Eastern Euro, Serbia and Mont, Manufacturing  , Zinc           , Smelting    ,2005,3,0,0
Eastern Euro, Serbia and Mont, Waste/open     , *Dump burning  , Open burning,1995,6,0.009,0.009
Eastern Euro, Serbia and Mont, Waste/open     , *Dump burning  , Open burning,2000,6.6,0.01,0.01
Eastern Euro, Serbia and Mont, Waste/open     , *Open burning  , Open burning,1995,98.5,0.056,0.337
Eastern Euro, Serbia and Mont, Waste/open     , *Open burning  , Open burning,2000,108.8,0.062,0.372
Eastern Euro, Serbia and Mont, Wood           , Category       , Residential ,1995,966.9,0.465,5.201
Eastern Euro, Serbia and Mont, Wood           , Category       , Residential ,2000,909.2,0.437,4.89
Eastern Euro, Slovak Republic, Aviation Gasoli, Aircraft       , Transport   ,2005,12,0.001,0
Eastern Euro, Slovak Republic, Briquettes     , Category       , Industrial  ,1995,289,0.001,0.002
Eastern Euro, Slovak Republic, Briquettes     , Category       , Industrial  ,2000,242,0.001,0.002
Eastern Euro, Slovak Republic, Briquettes     , Category       , Industrial  ,2005,151,0.001,0.001
Eastern Euro, Slovak Republic, Briquettes     , Category       , Industrial  ,2010,94,0,0.001
Eastern Euro, Slovak Republic, Briquettes     , Category       , Power       ,2010,30,0,0
Eastern Euro, Slovak Republic, Briquettes     , Category       , Residential ,1995,62,0.009,0.008
Eastern Euro, Slovak Republic, Briquettes     , Category       , Residential ,2000,100,0.014,0.014
Eastern Euro, Slovak Republic, Briquettes     , Category       , Residential ,2005,17,0.002,0.002
Eastern Euro, Slovak Republic, Briquettes     , Category       , Residential ,2010,24,0.003,0.003
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Industrial  ,1995,1650,0.079,0.919
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Industrial  ,2000,664,0.027,0.299
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Industrial  ,2005,230,0.007,0.075
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Industrial  ,2010,23,0.001,0.007
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Power       ,1995,3826,0.015,0.054
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Power       ,2000,2970,0.011,0.042
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Power       ,2005,2826,0.011,0.04
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Power       ,2010,2849,0.011,0.04
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Residential ,1995,1727,0.286,4.719
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Residential ,2000,566,0.094,1.547
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Residential ,2005,239,0.04,0.653
Eastern Euro, Slovak Republic, Brown Coal     , Category       , Residential ,2010,174,0.029,0.475
Eastern Euro, Slovak Republic, Charcoal       , Category       , Residential ,2005,0.1,0,0
Eastern Euro, Slovak Republic, Coking Coal    , *Coking        , Industrial  ,1995,2432,0.506,0.843
Eastern Euro, Slovak Republic, Coking Coal    , *Coking        , Industrial  ,2000,2207,0.459,0.765
Eastern Euro, Slovak Republic, Coking Coal    , *Coking        , Industrial  ,2005,2350,0.489,0.815
Eastern Euro, Slovak Republic, Coking Coal    , *Coking        , Industrial  ,2010,2134,0.444,0.74
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Industrial  ,1995,783,0.082,0.026
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Industrial  ,2000,715,0.06,0.022
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Industrial  ,2005,715,0.042,0.019
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Industrial  ,2010,504,0.029,0.013
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Power       ,1995,1597,0.014,0.011
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Power       ,2000,1329,0.012,0.009
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Power       ,2005,1540,0.013,0.011
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Power       ,2010,709,0.006,0.005
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Residential ,1995,230,0.19,0.206
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Residential ,2000,53,0.043,0.047
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Residential ,2005,1,0.001,0.001
Eastern Euro, Slovak Republic, Hard Coal      , Category       , Residential ,2010,440,0.363,0.393
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Industrial  ,1995,685,0.123,0.046
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Industrial  ,2000,413,0.074,0.028
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Industrial  ,2005,457,0.082,0.031
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Industrial  ,2010,216,0.039,0.015
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Power       ,1995,125,0.005,0.002
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Power       ,2000,31,0.001,0
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Power       ,2005,101,0.004,0.001
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Power       ,2010,302,0.012,0.004
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Residential ,1995,1,0,0
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Residential ,2000,3,0.001,0
Eastern Euro, Slovak Republic, Heavy Fuel Oil , Category       , Residential ,2005,13,0.006,0.001
Eastern Euro, Slovak Republic, Light distillat, *LD vehicle    , Vehicle     ,1995,495,0.089,0.202
Eastern Euro, Slovak Republic, Light distillat, *LD vehicle    , Vehicle     ,2000,585,0.067,0.154
Eastern Euro, Slovak Republic, Light distillat, *LD vehicle    , Vehicle     ,2005,638,0.045,0.102
Eastern Euro, Slovak Republic, Light distillat, *LD vehicle    , Vehicle     ,2010,621,0.014,0.032
Eastern Euro, Slovak Republic, Light distillat, Category       , Industrial  ,1995,2,0,0
Eastern Euro, Slovak Republic, Light distillat, Category       , Industrial  ,2000,1,0,0
Eastern Euro, Slovak Republic, Light distillat, Category       , Industrial  ,2010,1,0,0
Eastern Euro, Slovak Republic, Liquefied Petro, Category       , Residential ,1995,23,0.011,0.001
Eastern Euro, Slovak Republic, Liquefied Petro, Category       , Residential ,2000,12,0.006,0.001
Eastern Euro, Slovak Republic, Liquefied Petro, Category       , Residential ,2005,7,0.003,0
Eastern Euro, Slovak Republic, Liquefied Petro, Category       , Residential ,2010,12,0.006,0.001
Eastern Euro, Slovak Republic, Manufacturing  , Aluminum       , Smelting    ,1995,31,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Aluminum       , Smelting    ,2000,110,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Aluminum       , Smelting    ,2005,158,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Aluminum       , Smelting    ,2010,163,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Coke           , Production  ,1995,1861,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Coke           , Production  ,2000,1706,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Oil production , Production  ,1995,5168,0,0.47
Eastern Euro, Slovak Republic, Manufacturing  , Oil production , Production  ,2000,5442,0,0.495
Eastern Euro, Slovak Republic, Manufacturing  , Oil production , Production  ,2005,5440,0,0.494
Eastern Euro, Slovak Republic, Manufacturing  , Oil production , Production  ,2010,5453,0,0.496
Eastern Euro, Slovak Republic, Manufacturing  , Pig iron produc, Smelting    ,1995,3207,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Pig iron produc, Smelting    ,2000,3166,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Primary copper , Smelting    ,1995,10,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Primary copper , Smelting    ,2000,10,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Pulp           , Production  ,1995,288,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Pulp           , Production  ,2000,703,0,0
Eastern Euro, Slovak Republic, Manufacturing  , Sulfuric acid  , Production  ,2000,15,0,0
Eastern Euro, Slovak Republic, Middle distilla, *Heavy duty veh, Vehicle     ,1995,724,2.959,0.941
Eastern Euro, Slovak Republic, Middle distilla, *Heavy duty veh, Vehicle     ,2000,722,1.867,0.594
Eastern Euro, Slovak Republic, Middle distilla, *Heavy duty veh, Vehicle     ,2005,998,1.309,0.417
Eastern Euro, Slovak Republic, Middle distilla, *Heavy duty veh, Vehicle     ,2010,1490,1.023,0.326
Eastern Euro, Slovak Republic, Middle distilla, Category       , Agriculture ,1995,114,0.287,0.091
Eastern Euro, Slovak Republic, Middle distilla, Category       , Agriculture ,2000,81,0.204,0.065
Eastern Euro, Slovak Republic, Middle distilla, Category       , Agriculture ,2005,80,0.201,0.064
Eastern Euro, Slovak Republic, Middle distilla, Category       , Agriculture ,2010,65,0.163,0.052
Eastern Euro, Slovak Republic, Middle distilla, Category       , Industrial  ,1995,43,0.086,0.027
Eastern Euro, Slovak Republic, Middle distilla, Category       , Industrial  ,2000,33,0.066,0.021
Eastern Euro, Slovak Republic, Middle distilla, Category       , Industrial  ,2005,19,0.038,0.012
Eastern Euro, Slovak Republic, Middle distilla, Category       , Industrial  ,2010,16,0.032,0.01
Eastern Euro, Slovak Republic, Middle distilla, Category       , Power       ,1995,1,0,0
Eastern Euro, Slovak Republic, Middle distilla, Category       , Power       ,2000,1,0,0
Eastern Euro, Slovak Republic, Middle distilla, Category       , Power       ,2005,1,0,0
Eastern Euro, Slovak Republic, Middle distilla, Category       , Power       ,2010,2,0,0
Eastern Euro, Slovak Republic, Middle distilla, Category       , Residential ,1995,20,0.03,0.009
Eastern Euro, Slovak Republic, Middle distilla, Category       , Residential ,2000,3,0.004,0.001
Eastern Euro, Slovak Republic, Middle distilla, Category       , Residential ,2005,5,0.007,0.002
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Industrial  ,1995,91883,0.001,0.006
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Industrial  ,2000,102193.1,0.001,0.007
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Industrial  ,2005,110787.5,0.001,0.007
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Industrial  ,2010,95008.3,0.001,0.006
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Power       ,1995,56337,0,0.004
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Power       ,2000,46380,0,0.003
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Power       ,2005,39125,0,0.003
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Power       ,2010,36607,0,0.002
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Residential ,1995,114455.1,0.001,0.007
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Residential ,2000,142322.1,0.001,0.009
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Residential ,2005,111116.8,0.001,0.007
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Residential ,2010,103626.2,0.001,0.007
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Transport   ,2005,27976.5,0,0.002
Eastern Euro, Slovak Republic, Natural Gas    , Category       , Transport   ,2010,18538.9,0,0.001
Eastern Euro, Slovak Republic, Petroleum Coke , Category       , Industrial  ,2005,105,0,0.001
Eastern Euro, Slovak Republic, Petroleum Coke , Category       , Industrial  ,2010,70,0,0.001
Eastern Euro, Slovak Republic, Waste-- Municip, Category       , Industrial  ,2005,6.7,0,0
Eastern Euro, Slovak Republic, Waste-- Municip, Category       , Industrial  ,2010,4.2,0,0
Eastern Euro, Slovak Republic, Waste-- Municip, Category       , Power       ,2005,42,0,0
Eastern Euro, Slovak Republic, Waste-- Municip, Category       , Power       ,2010,20.7,0,0
Eastern Euro, Slovak Republic, Waste-- Municip, Category       , Residential ,2010,21.9,0.001,0.001
Eastern Euro, Slovak Republic, Waste/open     , *Dump burning  , Open burning,1995,10.6,0.016,0.016
Eastern Euro, Slovak Republic, Waste/open     , *Dump burning  , Open burning,2000,11.7,0.017,0.017
Eastern Euro, Slovak Republic, Waste/open     , *Open burning  , Open burning,1995,32,0.018,0.11
Eastern Euro, Slovak Republic, Waste/open     , *Open burning  , Open burning,2000,35.4,0.02,0.121
Eastern Euro, Slovak Republic, Wood           , Category       , Industrial  ,1995,446.6,0.035,0.138
Eastern Euro, Slovak Republic, Wood           , Category       , Industrial  ,2000,645.4,0.05,0.2
Eastern Euro, Slovak Republic, Wood           , Category       , Residential ,1995,1261.5,0.607,6.785
Eastern Euro, Slovak Republic, Wood           , Category       , Residential ,2000,1222.6,0.588,6.576
Eastern Euro, Slovenia       , Aviation Gasoli, Aircraft       , Transport   ,1995,1,0,0
Eastern Euro, Slovenia       , Aviation Gasoli, Aircraft       , Transport   ,2000,1,0,0
Eastern Euro, Slovenia       , Aviation Gasoli, Aircraft       , Transport   ,2005,1,0,0
Eastern Euro, Slovenia       , Aviation Gasoli, Aircraft       , Transport   ,2010,1,0,0
Eastern Euro, Slovenia       , Briquettes     , Category       , Industrial  ,1995,57,0,0
Eastern Euro, Slovenia       , Briquettes     , Category       , Industrial  ,2000,72,0,0.001
Eastern Euro, Slovenia       , Briquettes     , Category       , Industrial  ,2005,31,0,0
Eastern Euro, Slovenia       , Briquettes     , Category       , Industrial  ,2010,26,0,0
