Region,Country,Fuel,Tech,Sector,Year,Fuel (kt),BC (Gg),OC (Gg)
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1930,4031.3,0,0.366
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1935,4652.1,0,0.423
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1940,6887.4,0,0.626
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1945,8766.9,0,0.797
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1950,14940,0,1.358
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1955,26910,0,2.446
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1960,37870,0,3.442
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1965,44110,0,4.009
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1970,62600,0,5.689
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1975,82640,0,7.51
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1980,80245,0,7.293
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1985,59906,0,5.444
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1990,67743,0,6.156
Canada      , Canada         , Manufacturing  , Oil production , Production  ,1995,63419,0,5.764
Canada      , Canada         , Manufacturing  , Oil production , Production  ,2000,74331,0,6.755
Canada      , Canada         , Manufacturing  , Oil production , Production  ,2005,78225,0,7.109
Canada      , Canada         , Manufacturing  , Oil production , Production  ,2010,69638,0,6.329
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1925,606,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1930,825,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1935,667,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1940,1323,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1945,1769,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1950,2266,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1955,3089,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1960,4025,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1965,6582,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1970,8424,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1975,9309,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1980,11182,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1985,9887,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1990,7346,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,1995,8464,0,0
Canada      , Canada         , Manufacturing  , Pig iron produc, Smelting    ,2000,8904,0,0
Canada      , Canada         , Manufacturing  , Primary copper , Smelting    ,1980,474,0,0
Canada      , Canada         , Manufacturing  , Primary copper , Smelting    ,1985,493,0,0
Canada      , Canada         , Manufacturing  , Primary copper , Smelting    ,1990,476,0,0
Canada      , Canada         , Manufacturing  , Primary copper , Smelting    ,1995,523,0,0
Canada      , Canada         , Manufacturing  , Primary copper , Smelting    ,2000,544,0,0
Canada      , Canada         , Manufacturing  , Primary copper , Smelting    ,2005,441,0,0
Canada      , Canada         , Manufacturing  , Pulp           , Production  ,1980,19985,0,0
Canada      , Canada         , Manufacturing  , Pulp           , Production  ,1985,20262,0,0
Canada      , Canada         , Manufacturing  , Pulp           , Production  ,1990,34508,0,0
Canada      , Canada         , Manufacturing  , Pulp           , Production  ,1995,37442,0,0
Canada      , Canada         , Manufacturing  , Pulp           , Production  ,2000,39919,0,0
Canada      , Canada         , Manufacturing  , Sulfuric acid  , Production  ,1980,4295,0,0
Canada      , Canada         , Manufacturing  , Sulfuric acid  , Production  ,1985,3890,0,0
Canada      , Canada         , Manufacturing  , Sulfuric acid  , Production  ,1990,3830,0,0
Canada      , Canada         , Manufacturing  , Sulfuric acid  , Production  ,1995,3844,0,0
Canada      , Canada         , Manufacturing  , Sulfuric acid  , Production  ,2000,3804,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,1980,592,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,1985,692,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,1990,592,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,1995,720,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,2000,788,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,2005,723,0,0
Canada      , Canada         , Manufacturing  , Zinc           , Smelting    ,2010,691,0,0
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1925,33.5,0.084,0.027
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1930,74.9,0.187,0.06
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1935,78.6,0.197,0.063
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1940,113,0.283,0.09
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1945,147.3,0.368,0.117
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1950,287.5,0.685,0.218
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1955,450.9,1.308,0.416
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1960,535.6,1.614,0.513
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1965,627.9,1.899,0.604
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1970,1088,3.011,0.958
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1975,2132,5.255,1.672
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1980,4608,8.841,3.086
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1985,4444,8.324,3.252
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1990,5388,8.01,3.161
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,1995,7294,6.504,2.481
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,2000,8621,4.914,1.639
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,2005,9846,4.481,1.43
Canada      , Canada         , Middle distilla, *Heavy duty veh, Vehicle     ,2010,14391,3.985,1.269
Canada      , Canada         , Middle distilla, *Intl shipping , Transport   ,1950,190,0.078,0.062
Canada      , Canada         , Middle distilla, *Intl shipping , Transport   ,1955,247,0.101,0.08
Canada      , Canada         , Middle distilla, *Intl shipping , Transport   ,1960,444,0.182,0.144
Canada      , Canada         , Middle distilla, *Intl shipping , Transport   ,1965,603,0.247,0.196
Canada      , Canada         , Middle distilla, *Intl shipping , Transport   ,1970,845,0.346,0.275
Canada      , Canada         , Middle distilla, *Intl shipping , Transport   ,1975,711,0.292,0.231
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,1970,44,0.018,0.014
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,1975,23,0.009,0.007
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,1980,854,0.35,0.278
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,1985,686,0.281,0.223
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,1990,809,0.332,0.263
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,1995,814,0.334,0.265
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,2000,846,0.347,0.275
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,2005,894,0.367,0.291
Canada      , Canada         , Middle distilla, *Ships         , Transport   ,2010,717,0.294,0.233
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1925,16.8,0.04,0.013
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1930,37.5,0.09,0.029
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1935,39.3,0.094,0.03
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1940,56.5,0.135,0.043
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1945,73.6,0.176,0.056
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1950,143.8,0.344,0.109
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1955,225.5,0.539,0.172
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1960,267.8,0.641,0.204
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1965,313.9,0.751,0.239
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1970,700,1.675,0.533
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1975,1153,2.758,0.878
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1980,1298,3.105,0.988
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1985,1445,3.457,1.1
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1990,1850,4.426,1.408
Canada      , Canada         , Middle distilla, Category       , Agriculture ,1995,2315,5.538,1.762
Canada      , Canada         , Middle distilla, Category       , Agriculture ,2000,2599,6.218,1.978
Canada      , Canada         , Middle distilla, Category       , Agriculture ,2005,2008,4.804,1.529
Canada      , Canada         , Middle distilla, Category       , Agriculture ,2010,2410,5.766,1.835
Canada      , Canada         , Middle distilla, Category       , Industrial  ,1970,3143,6.068,1.931
Canada      , Canada         , Middle distilla, Category       , Industrial  ,1975,4510,8.707,2.77
Canada      , Canada         , Middle distilla, Category       , Industrial  ,1980,4078,7.874,2.505
Canada      , Canada         , Middle distilla, Category       , Industrial  ,1985,3288,6.348,2.02
Canada      , Canada         , Middle distilla, Category       , Industrial  ,1990,2501,4.829,1.536
Canada      , Canada         , Middle distilla, Category       , Industrial  ,1995,2450,4.73,1.505
Canada      , Canada         , Middle distilla, Category       , Industrial  ,2000,3234,6.244,1.987
Canada      , Canada         , Middle distilla, Category       , Industrial  ,2005,3376,6.518,2.074
Canada      , Canada         , Middle distilla, Category       , Industrial  ,2010,4187,8.084,2.572
Canada      , Canada         , Middle distilla, Category       , Power       ,1970,356,0.001,0
Canada      , Canada         , Middle distilla, Category       , Power       ,1975,372,0.001,0
Canada      , Canada         , Middle distilla, Category       , Power       ,1980,372,0.001,0
Canada      , Canada         , Middle distilla, Category       , Power       ,1985,272,0.001,0
Canada      , Canada         , Middle distilla, Category       , Power       ,1990,256,0.001,0
Canada      , Canada         , Middle distilla, Category       , Power       ,1995,212,0.001,0
Canada      , Canada         , Middle distilla, Category       , Power       ,2000,144,0,0
Canada      , Canada         , Middle distilla, Category       , Power       ,2005,133,0,0
Canada      , Canada         , Middle distilla, Category       , Power       ,2010,229,0.001,0
Canada      , Canada         , Middle distilla, Category       , Residential ,1970,13209,19.493,6.202
Canada      , Canada         , Middle distilla, Category       , Residential ,1975,12569,18.549,5.902
Canada      , Canada         , Middle distilla, Category       , Residential ,1980,11318,16.703,5.314
Canada      , Canada         , Middle distilla, Category       , Residential ,1985,7450,10.994,3.498
Canada      , Canada         , Middle distilla, Category       , Residential ,1990,7007,10.341,3.29
Canada      , Canada         , Middle distilla, Category       , Residential ,1995,6099,9.001,2.864
Canada      , Canada         , Middle distilla, Category       , Residential ,2000,7050,10.404,3.31
Canada      , Canada         , Middle distilla, Category       , Residential ,2005,8457,12.481,3.971
Canada      , Canada         , Middle distilla, Category       , Residential ,2010,3550,5.239,1.667
Canada      , Canada         , Middle distilla, Category       , Transport   ,1980,26,0.034,0.011
Canada      , Canada         , Middle distilla, Category       , Transport   ,1985,30,0.039,0.012
Canada      , Canada         , Middle distilla, Category       , Transport   ,1990,13,0.017,0.005
