COUNTRY,FLOW,Hard coal (if no detail),Brown coal (if no detail),Anthracite,Coking coal,Other bituminous coal,Sub-bituminous coal,Lignite,Patent fuel,Coke oven coke,Gas coke,Coal tar,BKB/peat briquettes,Peat,Crude/NGL/feedstocks/non-crude (if no detail),Crude oil,Natural gas liquids,Refinery feedstocks,Additives/blending components,Other hydrocarbons,Refinery gas,Ethane,Liquefied petroleum gases (LPG),Motor gasoline,Aviation gasoline,Gasoline type jet fuel,Kerosene type jet fuel,Other kerosene,Gas/diesel oil,Fuel oil,Naphtha,White spirit & SBP,Lubricants,Bitumen,Paraffin waxes,Petroleum coke,Non-specified oil products,Biogasoline,Biodiesels,Other liquid biofuels,Charcoal
Hungary,NCV in main activity CHP plants,x,x,x,x,25054,15658,11975,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Hungary,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Hungary,NCV in main activity heat plants,x,x,x,x,25472,14613,7377,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Hungary,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Hungary,NCV in industry,x,x,x,x,23828,x,16667,x,29183,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Hungary,NCV for other uses,x,x,x,31429,25890,21234,11978,16065,29443,x,38100,20000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,46000,44000,44000,x,43000,x,42600,40000,x,43600,42000,39000,x,32000,x,x,x,x,x
Iceland,NCV of production,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV of imports,x,x,x,28050,28050,x,x,x,26670,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in main activity producer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV in industry,x,x,x,28050,28050,x,x,x,26670,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Iceland,NCV for other uses,x,x,x,28050,28050,x,x,x,26670,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42830,x,42500,x,x,49500,x,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,x,x,37273,x,x
Ireland,NCV of production,x,x,28052,x,x,x,x,x,x,x,x,18548,8574,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV of imports,x,x,27842,x,27838,x,19820,x,x,x,x,x,x,x,42830,x,42500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV of exports,x,x,28052,x,27842,x,x,x,x,x,x,18548,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in main activity producer electricity plants,x,x,x,x,25509,x,x,x,x,x,x,x,7910,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in autoproducer CHP plants,x,x,x,x,26400,x,x,x,x,x,x,x,12342,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV in industry,x,x,x,x,27842,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Ireland,NCV for other uses,x,x,27979,x,27842,x,19820,x,x,x,x,18548,8574,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42538,x,44799,x,x,x,x,47300,44800,44800,x,x,43800,43300,40200,45000,x,x,39000,x,32000,40000,x,x,x,30800
Israel,NCV of production,x,x,x,x,x,x,2931,x,x,x,x,x,x,x,42538,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV of imports,x,x,x,x,25473,x,x,x,x,x,x,x,x,x,42538,x,44799,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in main activity producer electricity plants,x,x,x,x,24473,x,2930,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in autoproducer electricity plants,x,x,x,x,x,x,2931,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV in industry,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Israel,NCV for other uses,x,x,x,x,25473,x,2931,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41860,x,41860,25121,41868,49500,x,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,x,37400,x,30800
Italy,NCV of production,x,x,x,x,26587,x,x,x,29000,x,x,x,x,x,41860,x,41860,25121,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV of imports,x,x,x,30984,26587,x,10468,x,29000,x,x,x,x,x,41860,x,41860,25121,41868,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV of exports,x,x,x,x,x,x,x,x,29000,x,x,x,x,x,41860,x,41860,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV of coke ovens,x,x,x,30984,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV of blast furnaces,x,x,x,x,26587,x,x,x,29000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in main activity producer electricity plants,x,x,x,x,26160,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in autoproducer electricity plants,x,x,x,x,25750,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in main activity CHP plants,x,x,x,x,27650,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in autoproducer CHP plants,x,x,x,x,26183,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV in industry,x,x,x,x,26587,x,10468,x,29000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Italy,NCV for other uses,x,x,x,30984,26587,x,10468,x,29000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42346,46544,42500,x,45499,48100,x,47700,44600,44600,x,44500,42900,42600,42600,43200,43000,42900,38800,40000,33800,40000,x,x,x,29300
Japan,NCV of production,x,x,x,x,x,x,x,x,29400,x,35393,x,x,x,42346,46544,42500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV of imports,x,x,26362,28130,24801,x,x,x,29400,x,35393,x,x,x,42346,46544,x,x,45499,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV of exports,x,x,x,x,24801,x,x,x,29400,x,35393,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV of coke ovens,x,x,26362,28227,24801,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV of blast furnaces,x,x,x,27354,x,x,x,x,29400,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in main activity producer electricity plants,x,x,x,x,25058,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in autoproducer electricity plants,x,x,x,x,25058,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in main activity heat plants,x,x,x,x,24680,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV in industry,x,x,x,x,24801,x,x,x,29400,x,35393,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Japan,NCV for other uses,x,x,26362,27354,24801,x,x,x,29400,x,35393,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42700,x,44800,41868,41868,48100,x,47700,44600,x,x,44500,42900,42600,42600,43200,43000,42900,38800,40000,33800,40000,x,38210,x,x
Korea,NCV of production,x,x,18638,x,x,x,x,19862,27214,x,x,x,x,x,42700,x,44800,41868,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV of imports,x,x,24546,27633,24900,20900,x,x,27214,x,x,x,x,x,42700,x,44800,41868,41868,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41868,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV of coke ovens,x,x,x,27633,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV of blast furnaces,x,x,x,27633,x,x,x,x,27214,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in main activity producer electricity plants,x,x,18841,x,27633,22399,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in autoproducer electricity plants,x,x,x,x,27551,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in autoproducer CHP plants,x,x,x,x,27639,22408,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV in industry,x,x,24510,x,24900,x,x,x,27214,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Korea,NCV for other uses,x,x,17944,27633,24900,20900,x,19862,27214,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,46000,44000,x,x,43000,43000,42600,40000,x,x,42000,39000,x,x,x,x,x,39763,x
Luxembourg,NCV of production,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV of imports,x,x,26700,x,29300,x,x,x,28500,x,x,20100,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV of exports,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV of coke ovens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV of blast furnaces,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in main activity producer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV in industry,x,x,26700,x,29300,x,x,x,28500,x,x,20100,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Luxembourg,NCV for other uses,x,x,29300,x,29300,x,x,x,28500,x,x,20100,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,44111,42661,x,46015,x,48100,49400,47300,44800,44800,x,44600,43800,42600,40200,45000,x,42000,40000,40000,32000,40000,x,x,x,x
Mexico,NCV of production,x,x,x,23483,x,21952,x,x,26521,x,x,x,x,x,44111,42661,x,46015,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV of imports,x,x,x,x,23483,21952,14100,x,26521,x,x,x,x,x,x,x,x,46015,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV of exports,x,x,x,x,23483,x,x,x,26521,x,x,x,x,x,44111,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV of coke ovens,x,x,x,23483,23483,x,14100,x,26521,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV of blast furnaces,x,x,x,x,x,x,x,x,26521,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in main activity producer electricity plants,x,x,x,x,x,21952,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in main activity CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV in industry,x,x,x,x,x,21952,x,x,26521,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Mexico,NCV for other uses,x,x,x,23483,23483,21952,14100,x,26521,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42700,44000,42496,x,x,49500,49500,46000,44000,44000,x,43000,43000,42600,40000,44000,43600,42000,39000,40000,32000,40000,28000,x,37186,30000
Netherlands,NCV of production,x,x,x,x,x,x,x,x,28500,x,41900,x,x,x,42700,44000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV of imports,x,x,29300,28671,25111,x,20000,x,28500,x,41900,x,x,x,42700,44000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV of exports,x,x,29300,28671,25111,x,x,29300,28500,x,41900,x,x,x,42700,44000,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV of coke ovens,x,x,x,28671,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV of blast furnaces,x,x,x,28671,x,x,x,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in main activity producer electricity plants,x,x,x,x,25111,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in autoproducer electricity plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in main activity CHP plants,x,x,x,x,25111,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in autoproducer CHP plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in main activity heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in autoproducer heat plants,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV in industry,x,x,29300,28671,x,x,20000,x,28500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Netherlands,NCV for other uses,x,x,29300,28671,25111,x,20000,x,28500,x,41900,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,Average net calorific value,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42484,45650,41911,x,x,48100,x,47700,44600,44600,x,44500,42900,42600,42600,x,43000,42900,38800,x,33800,40000,x,x,x,x
New Zealand,NCV of production,x,x,x,29934,28196,21299,15134,x,29500,x,x,x,x,x,42521,45650,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV of imports,x,x,x,x,28196,21299,x,x,x,x,x,x,x,x,42143,x,41911,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV of exports,x,x,x,29934,x,x,x,x,x,x,x,x,x,x,42787,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV of coke ovens,x,x,x,x,x,21299,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
New Zealand,NCV of blast furnaces,x,x,x,x,x,x,x,x,29500,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
