"EMF30 sectors",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Activity data: ENE",,,,,,,,,,,,,,,
"Scenario: ECLIPSE_V6b_CLE_base",,,,,,,,,,,,,,,
"Region: All EMF Regions",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Region","EMF30 sector","EMF30 unit","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050"
"CEAM_REST","End_Use_Industry_LLF","PJ","2.776","4.307","6.878","7.974","12.422","14.913","12.168","12.201","12.296","12.054","11.735","11.57","11.226"
"CEAM_REST","End_Use_Industry_NatGas","PJ","48.8","41.818","52.869","99.599","154.469","162.214","197.149","213.936","232.844","256.012","284.177","316.98","354.976"
"CEAM_REST","End_Use_Industry_Bio_Trad","PJ","255.285","164.259","171.971","109.024","92.065","98.487","103.506","98.629","94.975","93.541","93.841","93.705","92.141"
"CEAM_REST","CEMENT","Mt","10.044","11.587","12.388","16.155","16.573","21.382","24.127","27.235","30.204","32.474","38.122","39.989","41.342"
"CEAM_REST","STEEL","Mt","0.671","0.973","1.285","1.212","1.173","1.049","1.064","1.47","1.886","2.237","2.617","2.996","3.374"
"CEAM_REST","CUSM","Mt","0.034","0.036","0.038","0.04","0.022","0.024","0.023","0.024","0.027","0.028","0.029","0.032","0.036"
"CEAM_REST","PAPER","Mt","0.063","0.062","0.021","0.019","0.017","0.022","0.024","0.029","0.034","0.041","0.048","0.054","0.06"
"CEAM_REST","CHEM","Mt","0.362","0.401","0.689","0.713","0.702","0.721","0.655","0.689","0.739","0.768","0.788","0.887","0.981"
"CEAM_REST","CHEMBULK","Mt","0.974","0.749","0.926","0.848","1.472","1.619","1.781","1.959","2.155","2.263","2.376","2.495","2.619"
"CEAM_REST","AACID","Mt",,,,,,,,,,,,,
"CEAM_REST","NACID","Mt",,,,,"0.014","0.014","0.014","0.015","0.016","0.017","0.018","0.021","0.025"
"CEAM_REST","Losses_Coal","Mt",,,,,,,,,,,,,
"CEAM_REST","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"CEAM_REST","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"CEAM_REST","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"CEAM_REST","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"CEAM_REST","End_Use_Transport_LDT_HLF","PJ",,"2.667","43.516","56.353","92.211","101.892","45.158","45.129","48.764","54.457","56.994","55.861","53.865"
"CEAM_REST","End_Use_Transport_LDT_LLF","PJ","162.87","166.353","244.762","260.401","263.544","305.928","258.003","282.604","299.237","321.664","344.574","356.858","359.476"
"CEAM_REST","End_Use_Transport_HDT_HLF","PJ","88.66","130.673","137.8","169.059","162.631","181.59","214.986","225.847","235.402","258.102","276.779","291.043","304.364"
"CEAM_REST","End_Use_Transport_HDT_LLF","PJ",,,,"0.019","0.367","0.612","24.364","21.195","18.054","4.517","4.401","4.322","4.144"
"CEAM_REST","End_Use_Transport_MC_LLF","PJ","16.287","18.082","12.882","13.696","31.945","42.547","64.89","71.265","70.344","69.075","66.482","63.777","61.783"
"CEAM_REST","End_Use_Transport_AGR_HLF","PJ","18.913","14.544","21.242","19.309","16.75","16.575","10.009","9.943","9.725","9.221","8.605","7.817","6.84"
"CEAM_REST","End_Use_Transport_OFF_HLF","PJ","69.45","48.956","41.244","40.813","43.062","50.35","37.658","36.255","33.314","34.385","35.264","34.968","34.352"
"CEAM_REST","End_Use_Transport_OFF_LLF","PJ","3.898","9.71","14.578","19.624","27.241","34.855","22.255","21.981","21.647","21.435","21.152","21.047","20.838"
"CEAM_REST","End_Use_Transport_NatGas","PJ",,,,,,"0.839","24.706","28.343","34.374","38.82","43.498","43.251","43.24"
"CEAM_REST","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"CEAM_REST","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"CEAM_REST","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"CEAM_REST","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"CEAM_REST","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"CEAM_REST","Unattributed","n.a",,,,,,,,,,,,,
"CENT_EURO","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"CENT_EURO","Power_Gen_Coal_Old","PJ","4239.549","3504.002","3150.826","3649.924","3540.302","3248.545","2287.209","1911.18","1280.037","165.347","147.647","126.488","124.817"
"CENT_EURO","Power_Gen_Coal_New","PJ",,"6.93","481.871","15.721","55.081","127.642","624.219","532.109","476.83","1010.619","829.379","746.617","716.743"
"CENT_EURO","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,"7.861","7.861","5.254","11.116","34.113","48.847","73.496"
"CENT_EURO","Power_Gen_HLF","PJ","975.376","570.317","395.296","315.193","249.614","155.737","213.742","208.494","176.917","152.999","62.789","56.857","48.838"
"CENT_EURO","Power_Gen_LLF","PJ","17.851","1.927","43.738","76.924","85.352","77.877","63.722","63.263","58.302","53.04","52.034","61.413","57.441"
"CENT_EURO","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"CENT_EURO","Power_Gen_NatGas","PJ","1328.903","886.805","861.103","1556.962","1313.933","831.092","394.712","397.373","619.701","678.87","578.187","414.416","397.451"
"CENT_EURO","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"CENT_EURO","Power_Gen_Bio_Trad_Old","PJ","51.276","18.771","58.75","83.854","177.575","170.715","28.085","41.327","62.826","70.626","82.735","89.991","77.079"
"CENT_EURO","Power_Gen_Bio_Trad_New","PJ",,"7.06",,"8.342","22.964","63.886","240.266","308.924","362.382","445.358","489.413","535.647","580.365"
"CENT_EURO","Transformations_Coal","PJ","172.755","113.288","106.872","65.915","68.633","51.229","185.225","172.016","154.947","123.742","145.562","129.699","110.162"
"CENT_EURO","Transformations_HLF","PJ","70.963","134.22","77.902","26.321","17.282","11.199","39.127","34.181","17.54","16.315","22.776","22.126","21.989"
"CENT_EURO","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"CENT_EURO","Transformations_LLF","PJ","1.428","1.641",,"0.142",,,,,,,,,
"CENT_EURO","Transformations_NatGas","PJ","34.869","72.953","60.932","58.846","45.745","28.664","51.931","44.367","36.956","32.654","24.361","21.145","17.585"
"CENT_EURO","End_Use_Residential_Bio_Trad_Heat","PJ","322.341","443.316","514.102","558.532","646.371","681.936","687.418","727.947","731.203","725.734","707.02","695.608","674.33"
"CENT_EURO","End_Use_Residential_Bio_Trad_Cook","PJ","0","0","0","0.157","0.233","0.333","0.23","0.243","0.262","0.264","0.269","0.267","0.264"
"CENT_EURO","End_Use_Services_Bio_Trad_Heat","PJ","22.826","44.519","26.062","31.44","33.938","46.333","43.806","54.367","63.725","75.969","84.124","91.771","98.702"
"CENT_EURO","End_Use_Residential_Bio_Mod","PJ","0.017","1.348","6.883","14.442","31.358","50.606","76.52","106.492","135.53","156.877","179.005","199.762","220.59"
"CENT_EURO","End_Use_Residential_Coal_Heat","PJ","674.568","520.61","295.715","367.214","460.604","377.519","344.556","280.934","212.236","150.715","125.949","103.904","83.31"
"CENT_EURO","End_Use_Residential_Coal_Cook","PJ","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CENT_EURO","End_Use_Services_Coal_Heat","PJ","407.046","175.96","66.966","57.389","78.249","55.923","50.068","41.072","31.917","22.102","22.27","21.345","20.397"
"CENT_EURO","End_Use_Residential_HLF","PJ","257.155","141.662","201.93","206.697","121.685","97.954","85.772","71.406","64.672","51.725","43.428","36.756","32.206"
"CENT_EURO","End_Use_Residential_LLF","PJ","67.418","71.553","83.515","102.838","79.771","69.545","59.186","51.899","41.261","31.701","27.461","22.7","18.189"
"CENT_EURO","End_Use_Residential_NatGas","PJ","624.072","658.319","797.828","930.427","922.632","883.414","940.137","921.464","876.314","854.676","841.405","813.569","789.289"
"CENT_EURO","End_Use_Industry_Coal","PJ","728.609","785.418","564.413","475.913","352.616","363.217","293.286","294.256","281.523","277.583","270.569","236.836","228.417"
"CENT_EURO","End_Use_Industry_HLF","PJ","400.721","271.01","221.178","229.693","123.959","130.21","114.743","100.089","72.395","62.365","59.546","58.864","56.296"
"CENT_EURO","End_Use_Industry_LLF","PJ","10.926","10.761","82.132","95.988","72.819","71.696","64.14","60.395","57.329","54.479","56.322","53.962","51.454"
"CENT_EURO","End_Use_Industry_NatGas","PJ","1518.477","959.53","723.714","757.756","629.583","607.501","788.668","803.417","811.885","786.984","768.892","763.439","743.922"
"CENT_EURO","End_Use_Industry_Bio_Trad","PJ","30.446","60.178","80.946","110.3","131.235","195.108","246.18","254.015","260.595","269.803","280.537","293.452","297.77"
"CENT_EURO","CEMENT","Mt","68.922","49.956","52.394","54.334","52.406","55.04","59.596","61.65","63.401","64.628","65.384","65.431","65.084"
"CENT_EURO","STEEL","Mt","48.695","40.115","33.13","33.867","29.239","28.443","30.708","32.702","33.491","33.811","33.864","33.525","33.082"
"CENT_EURO","CUSM","Mt","0.883","1.08","1.52","1.734","1.647","1.763","1.889","1.971","2.183","2.188","2.229","2.289","2.34"
"CENT_EURO","PAPER","Mt","3.417","2.58","3.246","3.1","3.108","3.212","3.521","3.688","3.809","3.871","3.935","3.934","3.895"
"CENT_EURO","CHEM","Mt","7.359","6.538","6.391","8.476","9.621","10.281","11.603","12.494","13.203","13.633","13.939","14.233","14.33"
"CENT_EURO","CHEMBULK","Mt","23.04","17.262","20.54","23.128","25.734","25.734","25.734","25.734","25.734","25.734","25.734","25.734","25.734"
"CENT_EURO","AACID","Mt","0.006","0.006","0.009",,,,,,,,,,
"CENT_EURO","NACID","Mt","5.136","4.657","4.45","6.705","6.73","9.461","11.005","12.116","13.002","13.659","14.184","14.495","14.598"
"CENT_EURO","Losses_Coal","Mt","515.742","435.008","374.01","376.536","360.838","335.554","289.13","239.876","183.642","130.928","109.528","108.055","110.573"
"CENT_EURO","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"CENT_EURO","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"CENT_EURO","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"CENT_EURO","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"CENT_EURO","End_Use_Transport_LDT_HLF","PJ","166.528","152.581","177.159","296.388","462.996","615.105","621.089","647.337","612.994","540.086","473.656","423.129","371.577"
"CENT_EURO","End_Use_Transport_LDT_LLF","PJ","555.315","560.996","658.72","733.575","708.067","644.545","654.445","624.222","553.798","485.746","426.041","381.197","354.627"
"CENT_EURO","End_Use_Transport_HDT_HLF","PJ","248.944","227.052","345.436","621.931","804.433","758.951","1082.392","1095.546","1087.558","1022.755","1022.079","1044.104","1058.093"
"CENT_EURO","End_Use_Transport_HDT_LLF","PJ","21.984","11.869","3.01","2.708","1.856","2.776","1.288","0.897","0.46","0.224","0.219","0.218","0.217"
"CENT_EURO","End_Use_Transport_MC_LLF","PJ","12.591","6.268","15.733","9.119","9.87","21.97","19.579","22.12","21.045","19.217","17.274","14.017","11.056"
"CENT_EURO","End_Use_Transport_AGR_HLF","PJ","161.631","136.602","110.56","100.038","111.525","115.091","99.81","95.998","84.997","77.833","69.688","65.995","60.114"
"CENT_EURO","End_Use_Transport_OFF_HLF","PJ","124.211","81.027","85.281","82.546","83.243","88.957","60.537","58.632","59.984","61.438","62.403","59.149","55.592"
"CENT_EURO","End_Use_Transport_OFF_LLF","PJ","11.787","10.077","6.274","9.395","5.605","5.814","2.321","2.255","2.198","2.142","2.131","2.141","2.147"
"CENT_EURO","End_Use_Transport_NatGas","PJ",,"8.093","0.494","2.047","4.107","4.235","9.291","12.713","13.678","19.767","26.699","32.435","39.225"
"CENT_EURO","End_Use_Transport_Coal","PJ","17.444","0.35",,,,,,,,,,,
"CENT_EURO","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"CENT_EURO","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"CENT_EURO","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"CENT_EURO","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"CENT_EURO","Unattributed","n.a",,,,,,,,,,,,,
"CHIN_PLUS","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"CHIN_PLUS","Power_Gen_Coal_Old","PJ","6904.61","11332.379","14566.091","17333.43","10259.221","4994.936","3338.348","1479.046","868.381","837.785","846.29","817.47","736.646"
"CHIN_PLUS","Power_Gen_Coal_New","PJ",,,"665.06","9464.493","27325.198","38919.098","44503.616","45998.221","46381.28","45132.784","43174.912","39922.778","35244.066"
"CHIN_PLUS","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,"7.499","58.372","299.675","531.87","783.676","869.624","1116.578"
"CHIN_PLUS","Power_Gen_HLF","PJ","1179.686","1499.658","1473.951","1291.751","1244.043","978.806","956.018","884.596","781.786","690.092","605.267","550.234","516.565"
"CHIN_PLUS","Power_Gen_LLF","PJ","164.402","243.689","381.603","570.917","664.363","924.908","727.661","694.759","577.593","513.163","450.305","409.063","387.62"
"CHIN_PLUS","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"CHIN_PLUS","Power_Gen_NatGas","PJ","273.024","424.106","711.93","1211.691","2752.151","4378.549","4682.468","6096.159","6872.35","7763.652","8839.305","9720.817","10671.957"
"CHIN_PLUS","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"CHIN_PLUS","Power_Gen_Bio_Trad_Old","PJ",,"48.327",,,"198.616","356.312","811.066","1065.345","1244.004","1417.352","1597.147","1746.175","1842.921"
"CHIN_PLUS","Power_Gen_Bio_Trad_New","PJ",,,"79.612","142.413","389.912","692.269","1201.394","1701.836","2217.471","2824.627","3505.375","4083.565","4483.23"
"CHIN_PLUS","Transformations_Coal","PJ","1008.466","1449.185","1656.822","3723.133","5812.022","7242.435","5499.5","5339.791","5442.805","5300.044","5199.239","5005.187","4822.01"
"CHIN_PLUS","Transformations_HLF","PJ","234.42","224.563","275.181","354.583","712.082","733.832","665.647","639.115","532.16","466.021","417.904","379.867","361.031"
"CHIN_PLUS","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"CHIN_PLUS","Transformations_LLF","PJ","0.75","0.75","1.005","0.854","1.206","0.151","8.921","8.457","7.025","6.017","5.349","4.81","4.565"
"CHIN_PLUS","Transformations_NatGas","PJ","11.931","13.738","30.671","53.895","82.503","86.074","243.944","212.986","319.717","181.709","75.932","67.484","55.512"
"CHIN_PLUS","End_Use_Residential_Bio_Trad_Heat","PJ","785.706","785.796","722.504","554.723","324.408","244.336","212.204","182.467","155.809","129.322","107.209","88.939","74.522"
"CHIN_PLUS","End_Use_Residential_Bio_Trad_Cook","PJ","7608.625","7715.735","7476.069","6233.086","4363.153","3138.348","2594.674","2125.633","1744.99","1438.985","1189.853","991.856","830.713"
"CHIN_PLUS","End_Use_Services_Bio_Trad_Heat","PJ","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CHIN_PLUS","End_Use_Residential_Bio_Mod","PJ","2.073","81.768","152.196","353.694","793.312","1407.098","1647.284","1952.582","2285.431","2622.103","2946.191","3269.318","3579.663"
"CHIN_PLUS","End_Use_Residential_Coal_Heat","PJ","639.388","564.502","370.969","479.793","432.369","393.275","375.435","283.02","195.851","112.508","77.431","66.099","52.551"
"CHIN_PLUS","End_Use_Residential_Coal_Cook","PJ","3421.943","2943.833","1883.583","2430.788","2337.871","2552.047","2326.93","1765.252","1241.014","772.657","564.567","479.186","388.18"
"CHIN_PLUS","End_Use_Services_Coal_Heat","PJ","429.785","406.237","460.386","787.758","1061.875","1338.728","1142.648","787.23","664.861","499.949","315.392","192.829","163.2"
"CHIN_PLUS","End_Use_Residential_HLF","PJ","247.972","488.201","319.6","505.176","720.244","846.048","143.516","145.526","151.367","184.952","98.006","91.706","85.72"
"CHIN_PLUS","End_Use_Residential_LLF","PJ","177.157","357.975","670.197","853.853","957.392","1493.282","2335.547","2126.582","1937.152","1705.016","1249.382","1081.26","935.341"
"CHIN_PLUS","End_Use_Residential_NatGas","PJ","172.374","227.525","377.678","671.802","1290.838","1856.705","2861.589","3742.388","4268.801","4609.974","4760.324","4803.796","4734.714"
"CHIN_PLUS","End_Use_Industry_Coal","PJ","7595.756","8316.118","8323.438","15573.577","22213.839","21941.077","24003.034","22713.897","21088.53","19309.673","17362.78","15623.374","13985.204"
"CHIN_PLUS","End_Use_Industry_HLF","PJ","959.778","973.822","1271.023","1735.636","2138.731","1836.991","1392.343","1317.084","1241.615","1102.392","1013.517","921.636","829.393"
"CHIN_PLUS","End_Use_Industry_LLF","PJ","13.534","23.715","208.264","202.231","194.842","190.096","27.308","27.047","26.429","25.222","24.067","22.559","20.978"
"CHIN_PLUS","End_Use_Industry_NatGas","PJ","334.287","1032.802","926.082","1884.163","3353.982","4962.441","3625.629","5146.519","6644.597","7989.94","9260.867","10278.189","10978.315"
"CHIN_PLUS","End_Use_Industry_Bio_Trad","PJ",,,"1.185","1.054","1.996","4.596","78.979","187.677","283.243","356.456","404.996","437.799","468.421"
"CHIN_PLUS","CEMENT","Mt","274.243","596.543","762.893","1242.6","2079.554","2646.969","2561.508","2322.366","2115.214","1907.18","1725.206","1594.615","1503.967"
"CHIN_PLUS","STEEL","Mt","79.452","108.875","146.89","374.425","658.147","826.179","865.74","809.296","759.776","719.335","686.549","663.608","635.145"
"CHIN_PLUS","CUSM","Mt","1.666","2.931","7.959","8.74","13.419","18.787","23.799","24.001","23.707","22.671","21.247","22.815","23.665"
"CHIN_PLUS","PAPER","Mt","1.376","1.771","10.5","19.636","28.931","35.598","37.895","38.296","37.203","35.131","32.337","34.723","36.017"
"CHIN_PLUS","CHEM","Mt","20.685","22.672","25.771","48.447","75.908","81.854","79.29","80.673","80.46","78.163","74.841","80.363","83.359"
"CHIN_PLUS","CHEMBULK","Mt","29.969","35.488","48.366","55.87","64.863","66.989","70.563","71.71","72.215","72.415","73.08","71.832","70.519"
"CHIN_PLUS","AACID","Mt","0.035","0.039","0.043","0.048","0.577","0.72","0.776","0.836","0.9","0.946","0.994","1.045","1.098"
"CHIN_PLUS","NACID","Mt","0.325","0.588","0.859","1.696","2.356","2.356","2.546","2.645","2.734","2.798","2.883","3.253","3.547"
"CHIN_PLUS","Losses_Coal","Mt","1381.325","1784.798","1801.718","3054.598","3186.068","3428.454","3355.817","3293.143","3283.515","3142.881","2972.046","2678.539","2396.286"
"CHIN_PLUS","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"CHIN_PLUS","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"CHIN_PLUS","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"CHIN_PLUS","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"CHIN_PLUS","End_Use_Transport_LDT_HLF","PJ","66.635","98.751","388.662","718.545","105.024","148.956","460.594","559.492","652.924","595.859","586.008","584.516","580.644"
"CHIN_PLUS","End_Use_Transport_LDT_LLF","PJ","758.977","1107.687","1340.438","1808.66","2534.756","4100.132","5788.047","7209.444","7968.733","7471.923","7086.386","6561.091","6019.461"
"CHIN_PLUS","End_Use_Transport_HDT_HLF","PJ","204.542","308.344","996.509","1745.134","3418.81","4396.141","4126.163","4577.114","4916.176","5495.863","6253.406","6808.002","7251.514"
"CHIN_PLUS","End_Use_Transport_HDT_LLF","PJ","59.374","94.772","122.223","185.694","318.523","459.067","528.914","592.391","610.131","574.763","450.023","356.919","288.875"
"CHIN_PLUS","End_Use_Transport_MC_LLF","PJ","192.045","283.204","353.643","469.487","518.653","739.345","810.613","675.531","542.318","452.234","367.769","294.684","201.985"
"CHIN_PLUS","End_Use_Transport_AGR_HLF","PJ","465.862","597.308","238.157","440.248","413.677","511.87","771.956","782.922","766.286","738.38","706.686","670.844","630.846"
"CHIN_PLUS","End_Use_Transport_OFF_HLF","PJ","231.829","239.448","851.276","1123.648","1256.923","1370.048","2673.934","2844.467","2901.749","2955.357","2896.789","2766.496","2564.89"
"CHIN_PLUS","End_Use_Transport_OFF_LLF","PJ","59.102","77.754","52.729","83.945","100.96","115.275","127.724","118.159","111.892","101.538","91.034","81.717","72.362"
"CHIN_PLUS","End_Use_Transport_NatGas","PJ","1.791",,"6.331","61.522","288.044","695.096","1045.3","1427.602","1701.749","1894.849","2087.607","2185.437","2220.468"
"CHIN_PLUS","End_Use_Transport_Coal","PJ",,,,,,,,,,,,,
"CHIN_PLUS","Waste_Solid_Municipal","n.a",,,,,,,,,,,,,
"CHIN_PLUS","Waste_Solid_Industrial","n.a",,,,,,,,,,,,,
"CHIN_PLUS","Waste_Water_Municipal","n.a",,,,,,,,,,,,,
"CHIN_PLUS","Waste_Water_Industrial","n.a",,,,,,,,,,,,,
"CHIN_PLUS","Unattributed","n.a",,,,,,,,,,,,,
"INDI_WHOL","Power_Gen_Coal","PJ",,,,,,,,,,,,,
"INDI_WHOL","Power_Gen_Coal_Old","PJ","2317.638","3745.961","3805.516","3860.266","3001.866","2227.188","956.942","337.598","95.403","81.611","57.864","20.877","17.807"
"INDI_WHOL","Power_Gen_Coal_New","PJ",,,"504.793","1462.698","4401.877","8380.47","11574.382","14125.538","16311.098","18231.887","19886.557","20421.888","19773.64"
"INDI_WHOL","Power_Gen_Coal_IGCC_CCS","PJ",,,,,,,"2.411","2.411","30.555","85.419","138.124","190.46","240.724"
"INDI_WHOL","Power_Gen_HLF","PJ","270.925","352.953","412.776","363.78","438.929","473.548","330.789","432.064","507.12","513.07","318.477","268.537","185.508"
"INDI_WHOL","Power_Gen_LLF","PJ","130.351","141.27","340.817","369.81","297.803","332.092","650.688","617.056","566.058","486.441","422.85","357.242","342.848"
"INDI_WHOL","Power_Gen_HLF_CCS","PJ",,,,,,,,,,,,,
"INDI_WHOL","Power_Gen_NatGas","PJ","157.946","314.088","396.738","617.281","1128.905","597.292","753.625","1278.529","1762.403","2145.827","2506.748","2788.695","2997.106"
"INDI_WHOL","Power_Gen_Bio_Trad","PJ",,,,,,,,,,,,,
"INDI_WHOL","Power_Gen_Bio_Trad_Old","PJ",,,,,"272.947","572.962","1156.052","1290.593","1417.992","1530.202","1632.687",,
"INDI_WHOL","Power_Gen_Bio_Trad_New","PJ",,,"30.666","116.39","70.013","47.943","2.5","12.717","49.169","109.721","192.62","300.013","422.724"
"INDI_WHOL","Transformations_Coal","PJ","242.286","321.806","296.097","397.431","424.346","638.745","1111.192","1665.832","2204.67","2697.685","3129.826","3433.879","3595.888"
"INDI_WHOL","Transformations_HLF","PJ","2.19","26.734","-10.24","-31.458","122.444","2.821","250.972","239.486","226.922","201.59","183.135","183.528","180.588"
"INDI_WHOL","Transformations_HLF_Refinery","PJ",,,,,,,,,,,,,
"INDI_WHOL","Transformations_LLF","PJ",,,,,,,,,,,,,
"INDI_WHOL","Transformations_NatGas","PJ",,,,,,,,,,,,,
"INDI_WHOL","End_Use_Residential_Bio_Trad_Heat","PJ","177.924","186.583","101.158","113.74","130.013","138.587","137.004","128.97","120.753","112.186","103.369","94.913","86.923"
"INDI_WHOL","End_Use_Residential_Bio_Trad_Cook","PJ","4270.186","4478.002","4644.968","4943.604","5314.67","5665.16","5600.198","5271.115","4934.389","4583.093","4221.521","3874.894","3547.336"
"INDI_WHOL","End_Use_Services_Bio_Trad_Heat","PJ","197.292","207.265","226","251.184","270.206","287.781","305.879","322.966","318.038","293.327","254.578","201.213","139.291"
"INDI_WHOL","End_Use_Residential_Bio_Mod","PJ","0","0","1.184","3.228","11.493","26.072","45.347","71.615","103.246","136.745","171.696","204.743","234.369"
"INDI_WHOL","End_Use_Residential_Coal_Heat","PJ","1.836","1.911","4.764","5.705","9.598","7.388","2.369","2.165","1.964","1.761","1.613","1.459","1.281"
"INDI_WHOL","End_Use_Residential_Coal_Cook","PJ","89.949","93.661","233.423","279.529","470.28","361.999","116.1","106.064","96.258","86.283","79.029","71.484","62.748"
"INDI_WHOL","End_Use_Services_Coal_Heat","PJ","354.956","374.827","128.282","130.587","171.356","218.213","384.888","382.234","345.629","297.422","231.007","148.183","58.188"
"INDI_WHOL","End_Use_Residential_HLF","PJ","15.422","31.339","111.154","172.892","164.154","132.723","240.983","273.69","310.467","294.529","277.376","206.068","186.403"
"INDI_WHOL","End_Use_Residential_LLF","PJ","651.682","784.889","974.686","1133.359","1339.984","1444.525","1480.055","1615.136","1775.067","1920.066","2038.055","2089.412","2109.942"
"INDI_WHOL","End_Use_Residential_NatGas","PJ","4.817","10.017","16.844","28.334","51.204","66.732","108.028","171.102","245.648","322.982","400.145","471.354","530.535"
"INDI_WHOL","End_Use_Industry_Coal","PJ","1081.651","983.527","1002.509","1471.719","3044.144","4180.345","4896.358","6784.323","8797.278","10752.153","12680.727","14305.104","15508.386"
"INDI_WHOL","End_Use_Industry_HLF","PJ","316.406","435.011","369.817","326.31","312.424","241.014","998.388","1107.951","1158.306","1111.443","1061.903","1028.655","983.191"
"INDI_WHOL","End_Use_Industry_LLF","PJ","30.373","20.079","206.014","242.95","318.884","395.229","238.908","235.937","237.837","206.354","185.483","181.704","175.118"
"INDI_WHOL","End_Use_Industry_NatGas","PJ","85.517","154.573","441.032","551.44","786.148","662.853","1126.554","1414.125","1667.575","1879.928","2041.306","2114.437","2108.096"
"INDI_WHOL","End_Use_Industry_Bio_Trad","PJ","942.243","989.81","1070.355","1142.528","1229.053","1308.994","1778.954","2025.014","2262.127","2469.909","2626.813","2685.308","2640.148"
"INDI_WHOL","CEMENT","Mt","51.28","73.02","111.687","170","234","303.24","346.847","465.295","582.352","698.118","810.647","878.051","918.824"
"INDI_WHOL","STEEL","Mt","14.971","20.8","31.792","45.6","68.976","89.026","131.733","210.963","287.317","350.418","406.13","448.753","476.718"
"INDI_WHOL","CUSM","Mt","0.868","0.96","1.062","1.175","1.868","2.177","2.57","3.327","4.019","4.542","4.841","5.876","6.819"
"INDI_WHOL","PAPER","Mt","3.949","5.04","6.792","8.376","10.077","14.535","22.012","34.158","48.932","66.677","82.951","100.677","116.829"
"INDI_WHOL","CHEM","Mt","2.594","3.639","4.492","5.996","7.019","7.061","7.983","9.844","11.51","12.853","13.742","16.678","19.354"
"INDI_WHOL","CHEMBULK","Mt","26.223","31.941","39.451","42.649","47.28","57.323","66.188","73.28","80.541","88.967","97.617","103.518","107.674"
"INDI_WHOL","AACID","Mt",,,,,,,,,,,,,
"INDI_WHOL","NACID","Mt","0.348","0.511","0.622","0.772","0.252","0.252","0.261","0.291","0.317","0.335","0.353","0.451","0.55"
"INDI_WHOL","Losses_Coal","Mt","219.447","284.45","329.131","429.34","562.312","675.199","839.963","1069.957","1306.606","1535.991","1754.7","1886.847","1994.498"
"INDI_WHOL","Losses_Prod_Oil","Mt",,,,,,,,,,,,,
"INDI_WHOL","Losses_Prod_Conventional_Gas","bln m3",,,,,,,,,,,,,
"INDI_WHOL","Losses_Prod_Shale_Gas","bln m3",,,,,,,,,,,,,
"INDI_WHOL","Losses_Distribution_Use","bln m3",,,,,,,,,,,,,
"INDI_WHOL","End_Use_Transport_LDT_HLF","PJ",,"22.945","44.19","100.046","216.788","293.095","384.394","514.612","601.759","597.277","508.608","409.451","358.29"
"INDI_WHOL","End_Use_Transport_LDT_LLF","PJ","50.821","88.04","155.589","256.317","246.452","362.332","642.929","1154.523","1806.913","2469.016","2994.488","3260.736","3297.643"
"INDI_WHOL","End_Use_Transport_HDT_HLF","PJ","697.73","1046.628","797.894","853.578","1446.43","1841.544","2193.934","2917.452","3572.142","4296.451","4898.049","5375.596","5672.692"
"INDI_WHOL","End_Use_Transport_HDT_LLF","PJ",,,,,"10.193","7.709","92.595","54.615","20.272","20.999","22.379","23.343","23.666"
